supply_scenario,av_penetration,odd_profile,pricing_scenario,dispatch_strategy,relocation_mode,mechanism_id,odd_policy,passenger_policy,driver_policy,experiment_family,sample_size,initial_fleet_hash,orders,served_orders,match_rate,cancel_rate,passenger_acceptance_rate,driver_acceptance_rate,spatial_feasibility_rate,ODD_feasibility_rate,matching_success_rate_given_feasible,patience_cancellation_rate,price_rejection_rate,driver_rejection_rate,mean_waiting_time_sec,mean_pickup_time_sec,mean_passenger_fare,mean_passenger_generalized_cost,platform_revenue,platform_cost,served_order_profit,lost_demand_cost,platform_profit,net_platform_profit,profit_margin,HV_payout,HV_net_income,HV_stress_burden,HV_high_stress_assignment_share,AV_utilization,HV_utilization,AV_active_vehicle_share,HV_active_vehicle_share,AV_orders_per_vehicle,HV_orders_per_vehicle,AV_assignment_share,AV_stress_exposure,AV_ODD_violation_rate,remote_assistance_cost,fallback_expected_cost,capability_cost,mean_candidate_count,zero_candidate_order_share,cross_zone_candidate_share,local_zone_candidate_share,neighbor_zone_candidate_share,candidate_generation_runtime_sec,fold,experiment_id
moderate,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,none,B3_odd_price_shared,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1266,0.844,0.156,0.8446666666666667,0.954,0.954,0.9533333333333334,1.0,0.0,0.10933333333333334,0.0,71.27093206951027,176.18395629552657,45.098961947098545,46.76724466784703,57095.28582502676,23603.31945820877,33491.96636681799,1170.0,32321.966366817993,32321.966366817993,0.5661056933119022,16716.231839653363,11327.858501318602,0.4578299071141627,0.45348837209302323,0.07191580717580498,0.09061705095614267,0.21904761904761905,0.28095238095238095,2.7523809523809524,3.276190476190476,0.4565560821484992,0.3495915511917353,0.0,139.65265083312988,0.0,747.9579467773438,5.596034888932616,0.35315895699418426,0.6675063742823415,0.18476635299038585,0.6675063742823415,0.8846744000329636,2,3
moderate,0.5,moderate_av,P4_av_discount_hv_comp,ODD-Gated Price-Aware Matching,none,B4_odd_price_avdiscount,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1274,0.8493333333333334,0.15066666666666667,0.852,0.954,0.954,0.9533333333333334,0.9976507439310884,0.002,0.102,0.0,71.38226059654632,177.99472226447466,44.197297428463834,45.863164912320144,56307.35692386293,24677.592333487526,31629.764590375402,1130.0,30499.764590375402,30499.764590375402,0.5416657122019818,17003.023633219716,11716.540010907582,0.45980962553978083,0.4642857142857143,0.07573818057814613,0.08897531862043025,0.22380952380952382,0.2761904761904762,2.8666666666666667,3.2,0.4725274725274725,0.35113627037831713,0.0,190.86858987808228,0.0,821.0202129334211,5.652848424723425,0.3441475769600769,0.6674669313842109,0.18669973528245576,0.6674669313842109,0.8789385001291521,2,4
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Weighted Stakeholder Heuristic,none,B5_weighted_heuristic,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1243,0.8286666666666667,0.17133333333333334,0.8346666666666667,0.954,0.954,0.954,0.9928115015974441,0.006,0.11933333333333333,0.0,71.76669348350764,162.95732758050394,44.38303458912519,46.05221108782493,55168.111994282604,24806.256922067972,30361.855072214636,1285.0,29076.855072214636,29076.855072214636,0.5270590930359923,20723.264318298978,14393.782576576536,0.45113976241345577,0.39203084832904883,0.04706235885283885,0.11000923220422747,0.1761904761904762,0.3,2.2142857142857144,3.704761904761905,0.37409493161705554,0.3344385907320993,0.0,53.22349786758423,0.0,515.7714988142252,5.295352332852333,0.3795626721763085,0.6716045725661097,0.18066815470661757,0.6716045725661097,0.9102585998480208,2,5
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Three-Stakeholder Balanced,none,B6_three_stakeholder_balanced,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d9322babd189499956610877b248c22df3ae9196d212e12d27f427e06607a6af,1500,1244,0.8293333333333334,0.17066666666666666,0.8353333333333334,0.954,0.954,0.954,0.9928172386272945,0.006,0.11866666666666667,0.0,71.19533762057878,175.53634613088695,44.12576538092172,45.78145249017587,54892.45213386662,23496.238389992206,31396.213743874425,1280.0,30116.213743874425,30116.213743874425,0.5486403425817049,16934.23957344088,11777.455590052603,0.4587780053372207,0.4572713643178411,0.07007763464494554,0.08599753336747089,0.21904761904761905,0.26666666666666666,2.7476190476190476,3.176190476190476,0.4638263665594855,0.3481043663106166,0.0,116.67027854919434,0.0,729.617092564702,5.317420347960121,0.3773418027679391,0.6656740116660402,0.1847047762127476,0.6656740116660402,0.9039921999647049,2,6
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinPickup,none,B0_minpickup_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1329,0.886,0.114,0.886,0.9686666666666667,0.9686666666666667,0.9686666666666667,1.0,0.0,0.08266666666666667,0.0,70.2693754702784,154.33709310869716,45.38957885611316,46.875357620805694,60322.75029977439,26579.20597895985,33743.54432081454,855.0,32888.54432081454,32888.54432081454,0.545209629159391,14559.395874947842,9415.304547140993,0.369073142241408,0.05788712011577424,0.06654001894220633,0.07730814389368007,0.23333333333333334,0.2761904761904762,3.038095238095238,3.2904761904761903,0.4800601956358164,0.364665451398277,0.08934169278996865,911.6663913726807,856.7243928909302,2210.237610682845,7.1142965160239635,0.24456340204900667,0.7516409925893468,0.16582541815921362,0.7516409925893468,0.8957981999992626,3,0
moderate,0.5,moderate_av,P0_uniform,GlobalMatch-MinOperatingCost,none,B1_mincost_uniform,none,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1328,0.8853333333333333,0.11466666666666667,0.8853333333333333,0.9686666666666667,0.9686666666666667,0.9686666666666667,1.0,0.0,0.08333333333333333,0.0,70.37349397590361,180.83141163925183,45.35421167867073,46.907706230161324,60230.39310927473,22124.195411289507,38106.19769798522,860.0,37246.19769798522,37246.19769798522,0.6183953943387058,10876.436161680896,6933.431032093635,0.4023975006980347,0.125,0.08766789526226165,0.05609172533021398,0.2714285714285714,0.3238095238095238,3.7333333333333334,2.5904761904761906,0.5903614457831325,0.34238514468884795,0.0,166.34172821044922,0.0,917.7992085963488,7.111591096044071,0.2464188083190003,0.7151151904643186,0.20235122028424196,0.7151151904643186,0.8875974999391474,3,1
moderate,0.5,moderate_av,P0_uniform,ODD Gate Only,none,B2_oddgate_uniform,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1329,0.886,0.114,0.886,0.9686666666666667,0.9686666666666667,0.9686666666666667,1.0,0.0,0.08266666666666667,0.0,70.2693754702784,158.0918941934612,45.38957885611316,46.94177412766123,60322.75029977439,25522.353217212043,34800.39708256234,855.0,33945.39708256234,33945.39708256234,0.5627295989302613,15838.650789432442,10222.627445139193,0.3731642628423171,0.08847184986595175,0.06041322145289604,0.08424423188672933,0.22380952380952382,0.28095238095238095,2.776190476190476,3.552380952380952,0.43867569601203915,0.3590146813045371,0.0,905.1320600509644,0.0,1360.623117133975,6.867737700559197,0.24456340204900667,0.7516020275252809,0.1658643832232796,0.7516020275252809,0.8758880997775123,3,2
moderate,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,none,B3_odd_price_shared,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1325,0.8833333333333333,0.11666666666666667,0.8833333333333333,0.9686666666666667,0.9686666666666667,0.9686666666666667,1.0,0.0,0.08533333333333333,0.0,70.49660377358491,189.81273836456853,45.912599012280474,47.53457575861031,60834.19369127163,23142.712758933485,37691.48093233814,875.0,36816.48093233814,36816.48093233814,0.605193867106691,12858.738302361042,8844.162798491507,0.39882910377593433,0.12318840579710146,0.08637898901645662,0.057427942234642516,0.24285714285714285,0.3333333333333333,3.6809523809523808,2.6285714285714286,0.5833962264150944,0.3440187523569615,0.0,206.16384315490723,0.0,954.6724566668272,6.865721583811795,0.25218001235275705,0.7278842580757844,0.18766276687623096,0.7278842580757844,0.8710800000844756,3,3
moderate,0.5,moderate_av,P4_av_discount_hv_comp,ODD-Gated Price-Aware Matching,none,B4_odd_price_avdiscount,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1335,0.89,0.11,0.8906666666666667,0.9686666666666667,0.9686666666666667,0.9686666666666667,0.999251497005988,0.0006666666666666666,0.078,0.0,70.40749063670413,194.92258790055809,44.872280053585065,46.50229081437031,59904.49387153606,23727.131345072798,36177.36252646328,825.0,35352.36252646328,35352.36252646328,0.5901454171748063,12446.062058438918,8680.346145675026,0.40157706208332394,0.13001912045889102,0.09292266679995904,0.05321256649883027,0.28095238095238095,0.2904761904761905,3.8666666666666667,2.4904761904761905,0.6082397003745318,0.3447877400430846,0.0,213.91186094284058,0.0,997.456574216485,6.967386574824195,0.23559103511118865,0.7374195531815996,0.18196624336350598,0.7374195531815996,0.8791990999743575,3,4
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Weighted Stakeholder Heuristic,none,B5_weighted_heuristic,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1306,0.8706666666666667,0.12933333333333333,0.872,0.9686666666666667,0.9686666666666667,0.9686666666666667,0.9984709480122325,0.0013333333333333333,0.09666666666666666,0.0,70.31316998468607,176.33751320481102,45.192532930358844,46.804093891285255,59021.44800704865,24315.445450796477,34706.00255625218,970.0,33736.00255625218,33736.00255625218,0.5715888663426767,17304.02896777178,12085.586862292597,0.3989572963399332,0.10138248847926268,0.06205421984841434,0.07823288392913097,0.22380952380952382,0.3333333333333333,3.119047619047619,3.1,0.501531393568147,0.33405093364512345,0.0,46.656198501586914,0.0,671.7771333903074,6.536091446408145,0.2740473005348245,0.7342563488959827,0.1812906760560326,0.7342563488959827,0.8954735999577679,3,5
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,Three-Stakeholder Balanced,none,B6_three_stakeholder_balanced,hard_gate_for_av,deterministic_gc_threshold,deterministic_utility_threshold,main_mechanism,1500,d59aec6f7ac7f5c4792c2435789bc08df2361cf1f977d6b637dd2e7871b42bbf,1500,1300,0.8666666666666667,0.13333333333333333,0.8686666666666667,0.9686666666666667,0.9686666666666667,0.9686666666666667,0.9976976208749041,0.002,0.1,0.0,70.90461538461538,187.872122920267,44.661513240798165,46.254773547446106,58059.96721303761,22336.772687549095,35723.19452548852,1000.0,34723.19452548852,34723.19452548852,0.5980574256626738,12442.13677642338,8739.873815218169,0.4037736678440437,0.1264591439688716,0.08549844471228657,0.05220301527498709,0.2714285714285714,0.30952380952380953,3.742857142857143,2.447619047619048,0.6046153846153847,0.34160003618379087,0.0,78.82632541656494,0.0,852.2870906740427,6.509178846318961,0.2826558704677707,0.7172617819469324,0.198285243005083,0.7172617819469324,0.9025925000751158,3,6
