supply_scenario,av_penetration,odd_profile,pricing_scenario,dispatch_strategy,relocation_mode,experiment_family,orders,served_orders,match_rate,cancel_rate,passenger_acceptance_rate,mean_waiting_time_sec,mean_pickup_time_sec,mean_passenger_fare,mean_passenger_generalized_cost,platform_revenue,platform_cost,platform_profit,profit_margin,HV_payout,HV_net_income,HV_stress_burden,HV_high_stress_assignment_share,AV_utilization,AV_assignment_share,AV_stress_exposure,AV_ODD_violation_rate,mean_candidate_count,zero_candidate_order_share,cross_zone_candidate_share,fold,experiment_id
moderate,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,strategy,1500,1325,0.8833333333333333,0.11666666666666667,0.8833333333333333,72.5977358490566,85.12891792054081,46.07857756191859,46.89662761844262,61054.11526954213,17251.415532942905,43802.69973659923,0.7174405778090267,3565.3882538277426,2459.881274471909,0.4288103496067404,0.37254901960784315,0.8523809523809524,0.8845283018867924,0.35661073201531973,0.0,6.688855514287376,0.25824511913763354,0.4523003760398622,3,7
moderate,0.5,moderate_av,P3_shared_comp,Three-Stakeholder Balanced,pending_demand,strategy,1500,1329,0.886,0.114,0.886,72.45974416854779,87.60318984934612,46.07395723365464,46.94716474772207,61232.28916352701,17452.04549750729,43780.24366601973,0.7149862313509162,3882.716976371221,2673.911882277004,0.42784350052259973,0.35403726708074534,0.8,0.8788562829194884,0.3563098556119694,0.0,6.7391875984966205,0.25133228362594967,0.45843597855028717,3,8
abundant,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,supply,1500,1320,0.88,0.12,0.88,72.47348484848484,82.34584941540632,46.07905921654728,46.81082468970389,60824.35816584241,16592.314357904164,44232.043807938244,0.7272093802837358,2690.2546287385294,1843.1683345739425,0.4542766358437283,0.49107142857142855,0.432,0.9151515151515152,0.35645514345063806,0.0,6.636972688220289,0.2636201610289902,0.44558526305400276,3,9
tight,0.5,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,supply,1500,1340,0.8933333333333333,0.10666666666666667,0.8933333333333333,72.18656716417911,96.32195509388828,46.11320308330624,47.19635860309447,61791.69213163036,18384.797449252335,43406.89468237803,0.7024713709071353,5121.704186620927,3527.3732244047824,0.4206729793950678,0.2904761904761905,1.0,0.8432835820895522,0.35541940496075114,0.0,6.9383825227875136,0.23216736877965286,0.5029268985775153,3,10
moderate,0.0,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,av_penetration,1500,1342,0.8946666666666667,0.10533333333333333,0.8946666666666667,71.50521609538004,77.07738944486033,45.96849468643114,47.51004247532835,61689.719869190594,35014.50750479613,26675.212364394458,0.43240936125107504,31707.113861416925,22150.226205980267,0.36613145351809645,0.05067064083457526,0.0,0.0,,0.0,7.239492262908771,0.2308634050956508,0.4870404441529965,3,11
moderate,0.25,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,av_penetration,1500,1345,0.8966666666666666,0.10333333333333333,0.8966666666666666,72.04312267657993,90.51599474231502,46.100376793741404,47.18653311981446,62005.006787582184,20804.2163567046,41200.790430877576,0.6644752184613728,8862.213446989605,6159.303287188703,0.39542252973378084,0.1725067385444744,0.9238095238095239,0.7241635687732342,0.35501443627586843,0.0,7.040748241947858,0.22956553469989172,0.46439089736299904,3,12
moderate,0.75,moderate_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,av_penetration,1500,1320,0.88,0.12,0.88,73.38181818181818,82.93768705509227,46.00196897905471,46.74481362924746,60722.59905235222,16533.894063697207,44188.70498865501,0.7277143218220542,2605.244030679954,1785.6092428467482,0.4528734455327014,0.4864864864864865,0.6476190476190476,0.9159090909090909,0.3565269027789631,0.0,6.568363024265135,0.266172487141777,0.45927615159152657,3,13
moderate,0.5,conservative_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,odd_profile,1500,1318,0.8786666666666667,0.12133333333333333,0.8786666666666667,72.81942336874052,90.41354635271254,46.0949740612274,47.26060462409348,60753.17581269771,22110.358534196523,38642.81727850117,0.6360625063887546,10904.42871112813,7537.015468915004,0.41981206806897275,0.14225053078556263,0.7571428571428571,0.6426403641881638,0.3342530803622247,0.0,5.835653352831856,0.26372589342838865,0.4374621458486144,3,14
moderate,0.5,mature_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,odd_profile,1500,1336,0.8906666666666667,0.10933333333333334,0.8906666666666667,71.57634730538922,80.06419400291013,46.094833799569564,46.758243428130754,61582.69795622493,16250.501355336211,45332.19660088872,0.736119041635889,2032.2320350544005,1403.265894034654,0.4083000695609663,0.21686746987951808,0.8476190476190476,0.937874251497006,0.36269432391518447,0.0,7.079669120600023,0.23773968087787664,0.46567090217214974,3,15
moderate,0.5,intersection_sensitive_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,odd_profile,1500,1330,0.8866666666666667,0.11333333333333333,0.8866666666666667,74.73383458646616,89.72068008908423,45.977381660469405,47.201870450221016,61149.91760842431,23825.516518601777,37324.40108982254,0.6103753291840993,13976.264450016344,9682.244948283627,0.4010037594325059,0.11538461538461539,0.6904761904761905,0.5699248120300752,0.3387266716796155,0.0,5.7080568503793065,0.25112310381024394,0.44469203572798316,3,16
moderate,0.5,uncertainty_sensitive_av,P3_shared_comp,ODD-Gated Price-Aware Matching,pending_demand,odd_profile,1500,1325,0.8833333333333333,0.11666666666666667,0.8833333333333333,73.61283018867924,87.23340947134224,45.99084517360673,47.02683411775055,60937.86985502891,20814.103003146618,40123.76685188229,0.6584373058549087,8923.841166778111,6164.906519110813,0.4195825800505532,0.16839378238341968,0.7761904761904762,0.7086792452830188,0.3427555027966978,0.0,6.096765225603998,0.25565152484538284,0.44488373242669343,3,17
moderate,0.5,moderate_av,P0_uniform,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1339,0.8926666666666667,0.10733333333333334,0.8926666666666667,72.24421209858103,89.0461696912806,45.5477903643264,46.45044639444776,60988.491297833054,16854.013305236396,44134.477992596665,0.7236525622034002,3405.2122367074385,2164.6664494778793,0.4310666741708062,0.36809815950920244,0.780952380952381,0.878267363704257,0.35636704992038326,0.0,6.856354676460242,0.2367624697759055,0.45437753083679994,3,18
moderate,0.5,moderate_av,P1_platform_funded_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1331,0.8873333333333333,0.11266666666666666,0.8873333333333333,72.44252441773104,84.01386457504832,45.556216654324295,46.355952999168615,60635.32436690564,17761.454913341415,42873.86945356423,0.7070774321933784,3737.22106273394,2577.12125280095,0.42825579946271025,0.34591194968553457,0.8238095238095238,0.8805409466566492,0.35614272401974334,0.0,6.795166637585064,0.24730614341938717,0.45965560282474155,3,19
moderate,0.5,moderate_av,P2_passenger_funded_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1324,0.8826666666666667,0.11733333333333333,0.8826666666666667,72.91012084592145,87.75089758097491,47.51388248750614,48.38672521253954,62908.38041345812,16908.925215196374,45999.45519826175,0.7312134710182586,3747.548048580713,2575.693885546535,0.4333351716462873,0.391025641025641,0.8333333333333334,0.8821752265861027,0.3561738132239749,0.0,6.636109726272873,0.2583776481569188,0.45184963836894554,3,20
moderate,0.5,moderate_av,P4_av_discount_hv_comp,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1346,0.8973333333333333,0.10266666666666667,0.8973333333333333,72.80609212481427,84.90060579865128,44.39210352811327,45.20972931422002,59751.771348840455,18197.073096807613,41554.69825203283,0.6954555038951032,4077.5820865714886,2845.70542594251,0.43461301456944046,0.37888198757763975,0.8142857142857143,0.8803863298662704,0.3563163500588319,0.0,6.913649104148145,0.22991209046871233,0.4616471985113479,3,21
moderate,0.5,moderate_av,P5_three_stakeholder_balanced,ODD-Gated Price-Aware Matching,pending_demand,pricing,1500,1310,0.8733333333333333,0.12666666666666668,0.8733333333333333,72.44198473282442,86.67139039145287,44.403218911426286,45.26183755895,58168.21677396844,17346.965134412603,40821.251639555834,0.7017793204522688,4032.3728204074455,2846.997758718845,0.42746115824192515,0.3597560975609756,0.8380952380952381,0.8748091603053435,0.3561322222430738,0.0,6.491590639047453,0.27439766460879705,0.4519127678821721,3,22
