scope,date,support_dimension,target,support_group,comparison,n,baseline_mae,candidate_mae,absolute_improvement,relative_improvement
daily,20161026,spatiotemporal,stop,medium,M3_vs_M1,67611,0.006577571204990903,0.006578933363644297,-1.362158653394653e-06,-0.00020709143404803887
daily,20161026,spatiotemporal,stop,medium,M4_vs_M1,67611,0.006577571204990903,0.00657718689426085,3.84310730052774e-07,5.842745263801451e-05
daily,20161026,spatiotemporal,stop,medium,M4_vs_M3,67611,0.006578933363644297,0.00657718689426085,1.746469383447427e-06,0.00026546391138395687
daily,20161026,spatiotemporal,stop,high,M3_vs_M1,184413,0.0040877860752514365,0.004199950265372243,-0.00011216419012080679,-0.02743886007144042
daily,20161026,spatiotemporal,stop,high,M4_vs_M1,184413,0.0040877860752514365,0.004225662820172729,-0.0001378767449212925,-0.033728953126005205
daily,20161026,spatiotemporal,stop,high,M4_vs_M3,184413,0.004199950265372243,0.004225662820172729,-2.5712554800485718e-05,-0.0061221093526941574
daily,20161026,spatiotemporal,speed_cv,unseen,M3_vs_M1,1718,0.07185865037216105,0.07095516366104809,0.0009034867111129552,0.012573109937825627
daily,20161026,spatiotemporal,speed_cv,unseen,M4_vs_M1,1718,0.07185865037216105,0.07088464514734251,0.0009740052248185388,0.01355446031582971
daily,20161026,spatiotemporal,speed_cv,unseen,M4_vs_M3,1718,0.07095516366104809,0.07088464514734251,7.05185137055836e-05,0.0009938461144625025
daily,20161026,spatiotemporal,speed_cv,low,M3_vs_M1,4190,0.06659794708692111,0.06598138553306447,0.0006165615538566427,0.009257966361214258
daily,20161026,spatiotemporal,speed_cv,low,M4_vs_M1,4190,0.06659794708692111,0.06595152386031196,0.0006464232266091552,0.00970635364728988
daily,20161026,spatiotemporal,speed_cv,low,M4_vs_M3,4190,0.06598138553306447,0.06595152386031196,2.9861672752512503e-05,0.0004525772308547276
daily,20161026,spatiotemporal,speed_cv,medium,M3_vs_M1,46268,0.0630882001315736,0.06278852690691314,0.0002996732246604572,0.004750067746987134
daily,20161026,spatiotemporal,speed_cv,medium,M4_vs_M1,46268,0.0630882001315736,0.06280006043200574,0.0002881396995678548,0.00456725186274018
daily,20161026,spatiotemporal,speed_cv,medium,M4_vs_M3,46268,0.06278852690691314,0.06280006043200574,-1.1533525092602415e-05,-0.00018368841667047538
daily,20161026,spatiotemporal,speed_cv,high,M3_vs_M1,124550,0.06283517148573381,0.06255149720689403,0.00028367427883978225,0.004514577936724309
