scenario_id,time_bin_start,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition,eligibility_conversion_n5_over_n0,assignment_conversion_n6_over_n0,acceptance_retention_n1_over_n0
MAIN_Q75_M_P70,2016-10-31 13:00:00+08:00,494475,311801,120745,38049,4578,4578,347,347,49,182674,126223,0,64833,82696,33471,0,4231,0,298,0.0007017543859649122,9.909499974720663e-05,0.6305697962485465
MAIN_Q75_M_P70,2016-10-31 13:15:00+08:00,540222,328935,124645,47774,4985,4985,360,360,54,211287,137676,0,66614,76871,42789,0,4625,0,306,0.0006663927052211868,9.995890578317803e-05,0.608888568033142
MAIN_Q75_M_P70,2016-10-31 13:30:00+08:00,618230,412270,178819,64564,5740,5740,219,219,40,205960,170204,0,63247,114255,58824,0,5521,0,179,0.00035423709622632354,6.470083949339243e-05,0.6668553774485224
MAIN_Q75_M_P70,2016-10-31 13:45:00+08:00,609187,421034,200310,82230,7353,7353,240,240,45,188153,146809,0,73915,118080,74877,0,7113,0,195,0.00039396769793183375,7.386894336221883e-05,0.6911408155459654
MAIN_Q75_M_P70,2016-10-31 14:00:00+08:00,692631,482812,216879,113648,9696,9696,184,184,38,209819,179384,0,86549,103231,103952,0,9512,0,146,0.00026565371749170914,5.4863267742852974e-05,0.6970695796174298
MAIN_Q75_M_P70,2016-10-31 14:15:00+08:00,702270,502931,212038,105233,9402,9402,274,274,46,199339,185857,0,105036,106805,95831,0,9128,0,228,0.00039016332749512294,6.550187249918123e-05,0.7161504834322981
MAIN_Q75_M_P70,2016-10-31 14:30:00+08:00,676358,454328,209026,112629,9020,9020,158,158,33,222030,167266,0,78036,96397,103609,0,8862,0,125,0.00023360409723844472,4.8790729170054915e-05,0.6717271031022033
MAIN_Q75_M_P70,2016-10-31 14:45:00+08:00,735608,490916,194870,92140,7369,7369,168,168,32,244692,192811,0,103235,102730,84771,0,7201,0,136,0.00022838250807495297,4.3501430109514854e-05,0.667360876988831
MAIN_Q75_M_P70,2016-10-31 15:00:00+08:00,759024,527787,219090,106243,9088,9088,246,246,39,231237,196943,0,111754,112847,97155,0,8842,0,207,0.00032410042370201734,5.138177448934421e-05,0.6953495541642952
MAIN_Q75_M_P70,2016-10-31 15:15:00+08:00,722668,494130,224662,100016,8400,8400,157,157,42,228538,168200,0,101268,124646,91616,0,8243,0,115,0.00021725052167800428,5.811797395207758e-05,0.6837579635461927
MAIN_Q75_M_P70,2016-10-31 15:30:00+08:00,720220,476414,198296,93402,7752,7752,248,248,44,243806,193742,0,84376,104894,85650,0,7504,0,204,0.00034433922967982007,6.109244397545195e-05,0.6614839910027491
MAIN_Q75_M_P70,2016-10-31 15:45:00+08:00,795016,526797,198650,82975,7732,7732,326,326,53,268219,213426,0,114721,115675,75243,0,7406,0,273,0.00041005464040975276,6.666532497459171e-05,0.6626244000120752
MAIN_Q75_M_P70,2016-10-31 16:00:00+08:00,764590,473124,204160,105888,9255,9255,280,280,50,291466,195085,0,73879,98272,96633,0,8975,0,230,0.00036620934095397533,6.539452517035274e-05,0.6187943865339594
MAIN_Q75_M_P70,2016-10-31 16:15:00+08:00,777826,527609,251720,132896,9203,9203,144,144,33,250217,184290,0,91599,118824,123693,0,9059,0,111,0.0001851313789973593,4.242594102022817e-05,0.6783123732042899
MAIN_Q75_M_P70,2016-10-31 16:30:00+08:00,665468,491373,193980,93451,7022,7022,236,236,47,174095,195809,0,101584,100529,86429,0,6786,0,189,0.0003546376384739762,7.062698732320713e-05,0.7383871200418353
MAIN_Q75_M_P70,2016-10-31 16:45:00+08:00,710590,503366,207925,110534,8369,8369,156,156,37,207224,188102,0,107339,97391,102165,0,8213,0,119,0.000219535878636063,5.206940711239956e-05,0.7083775454200031
MAIN_Q75_M_P70,2016-10-31 17:00:00+08:00,761103,522251,218253,113663,8539,8539,159,159,36,238852,197909,0,106089,104590,105124,0,8380,0,123,0.00020890733580080487,4.729977414357847e-05,0.6861765096182777
MAIN_Q75_M_P70,2016-10-31 17:15:00+08:00,728708,485000,217072,96871,6855,6855,133,133,28,243708,178092,0,89836,120201,90016,0,6722,0,105,0.0001825148070283296,3.842416990070097e-05,0.6655615143514274
MAIN_Q75_M_P70,2016-10-31 17:30:00+08:00,625371,415524,178752,93957,6808,6808,160,160,31,209847,152192,0,84580,84795,87149,0,6648,0,129,0.0002558481285508922,4.9570574906735365e-05,0.6644439860498808
MAIN_Q75_M_P70,2016-10-31 17:45:00+08:00,798176,556660,265054,137973,9373,9373,64,64,22,241516,205446,0,86160,127081,128600,0,9309,0,42,8.018281682235497e-05,2.756284328268452e-05,0.6974151064426893
MAIN_Q75_M_P70,2016-10-31 18:00:00+08:00,766031,498982,241992,114408,8195,8195,99,99,19,267049,169360,0,87630,127584,106213,0,8096,0,80,0.0001292375896014652,2.4803173761897364e-05,0.6513861710557406
MAIN_Q75_M_P70,2016-10-31 18:15:00+08:00,626799,423510,211419,88027,5827,5827,67,67,22,203289,133970,0,78121,123392,82200,0,5760,0,45,0.0001068923211428225,3.509897112152381e-05,0.6756711481671158
MAIN_Q75_M_P70,2016-10-31 18:30:00+08:00,679679,465227,245953,113882,7876,7876,123,123,32,214452,155586,0,63688,132071,106006,0,7753,0,91,0.00018096778037867875,4.7081048553802606e-05,0.6844804679856227
MAIN_Q75_M_P70,2016-10-31 18:45:00+08:00,756757,520461,234934,122475,8224,8224,91,91,34,236296,160342,0,125185,112459,114251,0,8133,0,57,0.00012024996134822671,4.492855698724954e-05,0.6877518146512024
MAIN_Q75_M_P70,2016-10-31 19:00:00+08:00,814281,569534,292457,136306,10346,10346,190,190,51,244747,186582,0,90495,156151,125960,0,10156,0,139,0.00023333468421834724,6.263194155334583e-05,0.6994317686400641
MAIN_Q75_M_P70,2016-10-31 19:15:00+08:00,810305,531788,267187,120578,9257,9257,142,142,39,278517,170083,0,94518,146609,111321,0,9115,0,103,0.00017524265554328308,4.8130025114000284e-05,0.656281276803179
MAIN_Q75_M_P70,2016-10-31 19:30:00+08:00,872702,583305,270914,125537,9997,9997,233,233,54,289397,202987,0,109404,145377,115540,0,9764,0,179,0.0002669868981622593,6.187679184876396e-05,0.6683896679508011
MAIN_Q75_M_P70,2016-10-31 19:45:00+08:00,717028,472141,216662,107275,9137,9137,155,155,48,244887,158400,0,97079,109387,98138,0,8982,0,107,0.00021617007982951852,6.694299246333476e-05,0.6584694042631529
MAIN_Q75_M_P70,2016-10-31 20:00:00+08:00,630272,428302,183797,93031,7917,7917,229,229,52,201970,149117,0,95388,90766,85114,0,7688,0,177,0.00036333519496344437,8.250406173842405e-05,0.6795510509748173
MAIN_Q75_M_P70,2016-10-31 20:15:00+08:00,544459,370430,163860,53754,5427,5427,285,285,61,174029,137450,0,69120,110106,48327,0,5142,0,224,0.0005234553933354027,0.00011203782102968267,0.6803634433446779
MAIN_Q75_M_P70,2016-10-31 20:30:00+08:00,594951,387780,163637,62401,5879,5879,162,162,39,207171,152564,0,71579,101236,56522,0,5717,0,123,0.0002722913315550356,6.555161685584192e-05,0.6517847688297019
MAIN_Q75_M_P70,2016-10-31 20:45:00+08:00,639590,440711,163689,66026,6182,6182,219,219,55,198879,184826,0,92196,97663,59844,0,5963,0,164,0.0003424068543910943,8.599258900232962e-05,0.6890523616691944
MAIN_Q75_M_P70,2016-10-31 21:00:00+08:00,690716,471278,209004,103249,8450,8450,176,176,45,219438,181930,0,80344,105755,94799,0,8274,0,131,0.0002548080542509512,6.514978659825456e-05,0.6823035806322715
MAIN_Q75_M_P70,2016-10-31 21:15:00+08:00,711622,475683,190653,66386,5926,5926,141,141,40,235939,192998,0,92032,124267,60460,0,5785,0,101,0.00019813889958432987,5.6209616903356e-05,0.6684489799359773
MAIN_Q75_M_P70,2016-10-31 21:30:00+08:00,657412,449098,233877,117894,9522,9522,242,242,45,208314,154660,0,60561,115983,108372,0,9280,0,197,0.0003681101044702561,6.845022603785754e-05,0.6831302136255499
MAIN_Q75_M_P70,2016-10-31 21:45:00+08:00,668532,463369,233471,75713,7323,7323,168,168,48,205163,156339,0,73559,157758,68390,0,7155,0,120,0.00025129687135395164,7.179910610112904e-05,0.6931141665619597
MAIN_Q75_M_P70,2016-10-31 22:00:00+08:00,691084,482484,221142,97031,7765,7765,136,136,41,208600,169006,0,92336,124111,89266,0,7629,0,95,0.0001967922857423989,5.9327086142929076e-05,0.6981553617215852
MAIN_Q75_M_P70,2016-10-31 22:15:00+08:00,531321,369517,178165,76240,6954,6954,135,135,34,161804,112669,0,78683,101925,69286,0,6819,0,101,0.000254083689521024,6.399144773122086e-05,0.6954684644499276
MAIN_Q75_M_P70,2016-10-31 22:30:00+08:00,504684,336831,174830,70494,5847,5847,227,227,38,167853,115298,0,46703,104336,64647,0,5620,0,189,0.0004497864009954744,7.529463981422038e-05,0.6674097058753596
MAIN_Q75_M_P70,2016-10-31 22:45:00+08:00,452797,309224,143409,57193,4897,4897,158,158,32,143573,111374,0,54441,86216,52296,0,4739,0,126,0.00034894224122509646,7.067184632407017e-05,0.6829197189910711
MAIN_Q75_M_P70,2016-10-31 23:00:00+08:00,380907,245148,113203,48515,3906,3906,136,136,24,135759,93485,0,38460,64688,44609,0,3770,0,112,0.0003570425326917069,6.300750576912474e-05,0.6435901676787247
MAIN_Q75_M_P70,2016-10-31 23:15:00+08:00,350517,235802,78259,33343,2755,2755,184,184,33,114715,111780,0,45763,44916,30588,0,2571,0,151,0.000524938876003161,9.414664623969736e-05,0.6727262871700944
MAIN_Q75_M_P70,2016-10-31 23:30:00+08:00,298916,208162,75591,31306,2693,2693,147,147,24,90754,90056,0,42515,44285,28613,0,2546,0,123,0.0004917769540606726,8.029011494868123e-05,0.6963896211644743
MAIN_Q75_M_P70,2016-10-31 23:45:00+08:00,365994,244329,119132,51938,3969,3969,203,203,38,121665,87193,0,38004,67194,47969,0,3766,0,165,0.000554653901430078,0.00010382683869134466,0.6675765176478303
MAIN_Q75_M_P70,2016-11-01 00:00:00+08:00,60975,34981,26342,19916,1196,1196,0,0,0,25994,2012,0,6627,6426,18720,0,1196,0,0,0.0,0.0,0.5736941369413694
BENCH_AV_M,2016-10-31 00:00:00+08:00,85122,85122,20373,1204,460,460,343,343,23,0,46882,0,17867,19169,744,0,117,0,320,0.0040295105848076876,0.00027020041822325606,1.0
BENCH_AV_M,2016-10-31 00:15:00+08:00,219576,219576,63266,2026,740,740,596,596,37,0,106138,0,50172,61240,1286,0,144,0,559,0.002714322148140052,0.0001685065763107079,1.0
BENCH_AV_M,2016-10-31 00:30:00+08:00,231963,231963,74353,4396,600,600,343,343,20,0,120075,0,37535,69957,3796,0,257,0,323,0.0014786841004815422,8.622064725839898e-05,1.0
BENCH_AV_M,2016-10-31 00:45:00+08:00,220484,220484,55552,1087,400,400,342,342,20,0,99399,0,65533,54465,687,0,58,0,322,0.0015511329620289907,9.070952994321583e-05,1.0
BENCH_AV_M,2016-10-31 01:00:00+08:00,160764,160764,67278,1952,560,560,340,340,24,0,59518,0,33968,65326,1392,0,220,0,316,0.0021149013460725037,0.00014928715384041204,1.0
BENCH_AV_M,2016-10-31 01:15:00+08:00,179181,179181,67846,2756,419,419,214,214,15,0,81964,0,29371,65090,2337,0,205,0,199,0.0011943230588064584,8.371423309391062e-05,1.0
BENCH_AV_M,2016-10-31 01:30:00+08:00,139607,139607,31919,913,297,297,241,241,15,0,66205,0,41483,31006,616,0,56,0,226,0.0017262744704778414,0.0001074444691168781,1.0
BENCH_AV_M,2016-10-31 01:45:00+08:00,103056,103056,20540,540,218,218,127,127,11,0,55921,0,26595,20000,322,0,91,0,116,0.0012323396988045334,0.00010673808414842416,1.0
BENCH_AV_M,2016-10-31 02:00:00+08:00,135030,135030,33509,804,313,313,249,249,16,0,69903,0,31618,32705,491,0,64,0,233,0.0018440346589646745,0.00011849218692142487,1.0
BENCH_AV_M,2016-10-31 02:15:00+08:00,97850,97850,24229,928,300,300,219,219,15,0,37985,0,35636,23301,628,0,81,0,204,0.002238119570771589,0.0001532958610117527,1.0
BENCH_AV_M,2016-10-31 02:30:00+08:00,91613,91613,43583,3831,320,320,70,70,6,0,24946,0,23084,39752,3511,0,250,0,64,0.0007640836999115846,6.54928885638501e-05,1.0
BENCH_AV_M,2016-10-31 02:45:00+08:00,85942,85942,29279,342,118,118,74,74,6,0,31972,0,24691,28937,224,0,44,0,68,0.0008610458216006143,6.98145260757255e-05,1.0
BENCH_AV_M,2016-10-31 03:00:00+08:00,113952,113952,31965,521,220,220,178,178,11,0,59154,0,22833,31444,301,0,42,0,167,0.0015620612187587756,9.653187306936253e-05,1.0
BENCH_AV_M,2016-10-31 03:15:00+08:00,74547,74547,12574,374,139,139,105,105,7,0,46342,0,15631,12200,235,0,34,0,98,0.001408507384603002,9.390049230686681e-05,1.0
BENCH_AV_M,2016-10-31 03:30:00+08:00,52234,52234,11111,208,100,100,87,87,5,0,29674,0,11449,10903,108,0,13,0,82,0.0016655818049546272,9.572309223877168e-05,1.0
BENCH_AV_M,2016-10-31 03:45:00+08:00,91293,91293,21277,324,120,120,102,102,6,0,49144,0,20872,20953,204,0,18,0,96,0.0011172817192993986,6.572245407643522e-05,1.0
BENCH_AV_M,2016-10-31 04:00:00+08:00,51929,51929,2351,90,40,40,35,35,2,0,29218,0,20360,2261,50,0,5,0,33,0.000673997188468871,3.851412505536405e-05,1.0
BENCH_AV_M,2016-10-31 04:15:00+08:00,44275,44275,218,218,115,115,76,76,6,0,31354,0,12703,0,103,0,39,0,70,0.0017165443252399775,0.00013551665725578769,1.0
BENCH_AV_M,2016-10-31 04:30:00+08:00,39648,39648,19033,475,158,158,123,123,8,0,10606,0,10009,18558,317,0,35,0,115,0.0031023002421307505,0.00020177562550443906,1.0
BENCH_AV_M,2016-10-31 04:45:00+08:00,52836,52836,19055,3069,320,320,113,113,6,0,21756,0,12025,15986,2749,0,207,0,107,0.0021386933151639033,0.00011355893708834885,1.0
BENCH_AV_M,2016-10-31 05:00:00+08:00,51780,51780,8981,455,160,160,140,140,8,0,27780,0,15019,8526,295,0,20,0,132,0.0027037466203167246,0.0001544998068752414,1.0
BENCH_AV_M,2016-10-31 05:15:00+08:00,38323,38323,6256,493,180,180,143,143,9,0,16547,0,15520,5763,313,0,37,0,134,0.003731440649218485,0.00023484591498577879,1.0
BENCH_AV_M,2016-10-31 05:30:00+08:00,53823,53823,11028,389,140,140,118,118,7,0,26128,0,16667,10639,249,0,22,0,111,0.0021923712910837372,0.00013005592404734037,1.0
BENCH_AV_M,2016-10-31 05:45:00+08:00,87756,87756,18282,749,238,238,160,160,12,0,42797,0,26677,17533,511,0,78,0,148,0.0018232371575732714,0.00013674278681799536,1.0
BENCH_AV_M,2016-10-31 06:00:00+08:00,82683,82683,22844,1043,318,318,250,250,16,0,41705,0,18134,21801,725,0,68,0,234,0.003023596144310197,0.0001935101532358526,1.0
BENCH_AV_M,2016-10-31 06:15:00+08:00,103970,103970,31894,1293,378,378,306,306,19,0,51810,0,20266,30601,915,0,72,0,287,0.002943156679811484,0.00018274502260267386,1.0
BENCH_AV_M,2016-10-31 06:30:00+08:00,190860,190860,54052,1919,620,620,424,424,31,0,83765,0,53043,52133,1299,0,196,0,393,0.0022215236298857802,0.0001624227182227811,1.0
BENCH_AV_M,2016-10-31 06:45:00+08:00,328039,328039,128973,4421,833,833,336,336,32,0,122766,0,76300,124552,3588,0,497,0,304,0.0010242684558848187,9.754937675093511e-05,1.0
BENCH_AV_M,2016-10-31 07:00:00+08:00,372493,372493,143352,12604,1540,1540,364,364,45,0,162439,0,66702,130748,11064,0,1176,0,319,0.0009771995715355726,0.0001208076393381889,1.0
BENCH_AV_M,2016-10-31 07:15:00+08:00,479698,479698,179633,34574,3676,3676,253,253,56,0,205409,0,94656,145059,30898,0,3423,0,197,0.0005274151653748817,0.0001167401156561003,1.0
BENCH_AV_M,2016-10-31 07:30:00+08:00,504470,504470,231132,77689,6489,6489,277,277,60,0,158788,0,114550,153443,71200,0,6212,0,217,0.0005490911253394652,0.00011893670584970365,1.0
BENCH_AV_M,2016-10-31 07:45:00+08:00,543779,543779,215069,80714,6609,6609,201,201,48,0,228387,0,100323,134355,74105,0,6408,0,153,0.0003696354585226719,8.82711542740709e-05,1.0
BENCH_AV_M,2016-10-31 08:00:00+08:00,638216,638216,270692,112752,8675,8675,202,202,51,0,273410,0,94114,157940,104077,0,8473,0,151,0.0003165072639983955,7.991024982137709e-05,1.0
BENCH_AV_M,2016-10-31 08:15:00+08:00,823844,823844,370899,146374,11949,11949,302,302,65,0,312999,0,139946,224525,134425,0,11647,0,237,0.0003665742543491243,7.889843222746054e-05,1.0
BENCH_AV_M,2016-10-31 08:30:00+08:00,868420,868420,309895,91967,8591,8591,364,364,77,0,391743,0,166782,217928,83376,0,8227,0,287,0.0004191520232145736,8.866677414154441e-05,1.0
BENCH_AV_M,2016-10-31 08:45:00+08:00,899931,899931,364882,117027,10606,10606,490,490,88,0,381029,0,154020,247855,106421,0,10116,0,402,0.000544486188385554,9.778527464883419e-05,1.0
BENCH_AV_M,2016-10-31 09:00:00+08:00,1033764,1033764,399647,132151,12586,12586,660,660,101,0,399623,0,234494,267496,119565,0,11926,0,559,0.0006384435906067535,9.770121613830623e-05,1.0
BENCH_AV_M,2016-10-31 09:15:00+08:00,1011538,1011538,371407,126949,11501,11501,551,551,76,0,414971,0,225160,244458,115448,0,10950,0,475,0.0005447150774365372,7.513311412917754e-05,1.0
BENCH_AV_M,2016-10-31 09:30:00+08:00,959110,959110,385753,95477,8805,8805,596,596,79,0,381333,0,192024,290276,86672,0,8209,0,517,0.000621409431660602,8.236802869326771e-05,1.0
BENCH_AV_M,2016-10-31 09:45:00+08:00,926320,926320,333483,139517,12359,12359,597,597,88,0,415439,0,177398,193966,127158,0,11762,0,509,0.0006444857068831505,9.499956818378098e-05,1.0
BENCH_AV_M,2016-10-31 10:00:00+08:00,965957,965957,394808,147289,12522,12522,374,374,67,0,333263,0,237886,247519,134767,0,12148,0,307,0.0003871807958325267,6.936126556358099e-05,1.0
BENCH_AV_M,2016-10-31 10:15:00+08:00,937332,937332,377761,135641,12030,12030,418,418,69,0,352386,0,207185,242120,123611,0,11612,0,349,0.0004459465802938553,7.361319148391392e-05,1.0
BENCH_AV_M,2016-10-31 10:30:00+08:00,956830,956830,394022,152758,12342,12342,347,347,56,0,362752,0,200056,241264,140416,0,11995,0,291,0.0003626558531818609,5.852659302070378e-05,1.0
BENCH_AV_M,2016-10-31 10:45:00+08:00,928715,928715,398791,136478,11855,11855,462,462,76,0,386328,0,143596,262313,124623,0,11393,0,386,0.0004974615463301444,8.183350112790254e-05,1.0
BENCH_AV_M,2016-10-31 11:00:00+08:00,895495,895495,374502,149369,11779,11779,508,508,83,0,343264,0,177729,225133,137590,0,11271,0,425,0.0005672840161028258,9.268616798530422e-05,1.0
BENCH_AV_M,2016-10-31 11:15:00+08:00,903721,903721,382504,136001,11042,11042,589,589,73,0,333686,0,187531,246503,124959,0,10453,0,516,0.0006517498210177699,8.077714250305127e-05,1.0
BENCH_AV_M,2016-10-31 11:30:00+08:00,1059627,1059627,386747,109070,9463,9463,441,441,66,0,430466,0,242414,277677,99607,0,9022,0,375,0.0004161841855671854,6.228606858828626e-05,1.0
BENCH_AV_M,2016-10-31 11:45:00+08:00,1057261,1057261,417715,164406,13516,13516,352,352,65,0,416375,0,223171,253309,150890,0,13164,0,287,0.0003329357651516513,6.147961572402652e-05,1.0
BENCH_AV_M,2016-10-31 12:00:00+08:00,1033352,1033352,439633,161318,13471,13471,386,386,75,0,367244,0,226475,278315,147847,0,13085,0,311,0.00037354163924780716,7.257933405073973e-05,1.0
BENCH_AV_M,2016-10-31 12:15:00+08:00,985228,985228,450602,202272,16070,16070,630,630,98,0,341000,0,193626,248330,186202,0,15440,0,532,0.0006394458947573557,9.946936140669977e-05,1.0
BENCH_AV_M,2016-10-31 12:30:00+08:00,948278,948278,403300,124584,9689,9689,403,403,72,0,382584,0,162394,278716,114895,0,9286,0,331,0.0004249808600431519,7.592710154617106e-05,1.0
BENCH_AV_M,2016-10-31 12:45:00+08:00,849392,849392,340397,106728,8978,8978,483,483,77,0,347292,0,161703,233669,97750,0,8495,0,406,0.0005686420404242093,9.065307890820728e-05,1.0
BENCH_AV_M,2016-10-31 13:00:00+08:00,952678,952678,365408,124727,10607,10607,515,515,72,0,405941,0,181329,240681,114120,0,10092,0,443,0.0005405813926636282,7.557642771219656e-05,1.0
BENCH_AV_M,2016-10-31 13:15:00+08:00,986208,986208,380006,147296,11665,11665,525,525,80,0,400307,0,205895,232710,135631,0,11140,0,445,0.0005323420617151757,8.111879035659821e-05,1.0
BENCH_AV_M,2016-10-31 13:30:00+08:00,1119113,1119113,501581,186325,14635,14635,413,413,68,0,422855,0,194677,315256,171690,0,14222,0,345,0.00036904226829640976,6.076240737083744e-05,1.0
BENCH_AV_M,2016-10-31 13:45:00+08:00,1150520,1150520,520774,210135,15982,15982,340,340,68,0,416408,0,213338,310639,194153,0,15642,0,272,0.0002955185481347565,5.910370962695129e-05,1.0
BENCH_AV_M,2016-10-31 14:00:00+08:00,1173474,1173474,515483,241471,18401,18401,313,313,50,0,423734,0,234257,274012,223070,0,18088,0,263,0.00026672938642015076,4.260852818213271e-05,1.0
BENCH_AV_M,2016-10-31 14:15:00+08:00,1245405,1245405,511549,227018,17765,17765,481,481,73,0,464377,0,269479,284531,209253,0,17284,0,408,0.0003862197437781284,5.861547046944568e-05,1.0
BENCH_AV_M,2016-10-31 14:30:00+08:00,1140664,1140664,472464,210770,16690,16690,275,275,63,0,460612,0,207588,261694,194080,0,16415,0,212,0.00024108764719496715,5.523098826648338e-05,1.0
BENCH_AV_M,2016-10-31 14:45:00+08:00,1212813,1212813,480303,224378,16966,16966,283,283,49,0,484649,0,247861,255925,207412,0,16683,0,234,0.00023334182598636394,4.040194160187927e-05,1.0
BENCH_AV_M,2016-10-31 15:00:00+08:00,1278998,1278998,503812,235298,17755,17755,342,342,56,0,509240,0,265946,268514,217543,0,17413,0,286,0.0002673968215743887,4.378427487767768e-05,1.0
BENCH_AV_M,2016-10-31 15:15:00+08:00,1265344,1265344,593255,264245,20140,20140,243,243,60,0,430950,0,241139,329010,244105,0,19897,0,183,0.0001920426382074756,4.7417935359870514e-05,1.0
BENCH_AV_M,2016-10-31 15:30:00+08:00,1275150,1275150,545578,257902,18793,18793,286,286,61,0,499671,0,229901,287676,239109,0,18507,0,225,0.00022428733874446143,4.783750931262989e-05,1.0
BENCH_AV_M,2016-10-31 15:45:00+08:00,1378189,1378189,543217,259265,19757,19757,385,385,79,0,525785,0,309187,283952,239508,0,19372,0,306,0.0002793521062786018,5.7321601028596225e-05,1.0
BENCH_AV_M,2016-10-31 16:00:00+08:00,1320885,1320885,576306,281496,21189,21189,346,346,74,0,492641,0,251938,294810,260307,0,20843,0,272,0.00026194558951006335,5.602304515533146e-05,1.0
BENCH_AV_M,2016-10-31 16:15:00+08:00,1256421,1256421,532519,252295,17772,17772,240,240,63,0,477254,0,246648,280224,234523,0,17532,0,177,0.000191018774757824,5.01424283739288e-05,1.0
BENCH_AV_M,2016-10-31 16:30:00+08:00,1193572,1193572,502125,220001,16321,16321,217,217,67,0,429973,0,261474,282124,203680,0,16104,0,150,0.00018180721397619918,5.6134024591729696e-05,1.0
BENCH_AV_M,2016-10-31 16:45:00+08:00,1223322,1223322,518094,249772,18884,18884,169,169,54,0,470258,0,234970,268322,230888,0,18715,0,115,0.0001381484188136893,4.414209831916699e-05,1.0
BENCH_AV_M,2016-10-31 17:00:00+08:00,1337562,1337562,593296,270837,18691,18691,206,206,45,0,481465,0,262801,322459,252146,0,18485,0,161,0.00015401155236168491,3.36433002731836e-05,1.0
BENCH_AV_M,2016-10-31 17:15:00+08:00,1241532,1241532,581541,277549,18563,18563,171,171,39,0,440699,0,219292,303992,258986,0,18392,0,132,0.00013773305883376345,3.141280289191096e-05,1.0
BENCH_AV_M,2016-10-31 17:30:00+08:00,1117341,1117341,500116,269842,18080,18080,195,195,40,0,395056,0,222169,230274,251762,0,17885,0,155,0.0001745214755388015,3.5799277033600305e-05,1.0
BENCH_AV_M,2016-10-31 17:45:00+08:00,1289358,1289358,617242,318709,21928,21928,55,55,36,0,454358,0,217758,298533,296781,0,21873,0,19,4.265688815674157e-05,2.792087224804903e-05,1.0
BENCH_AV_M,2016-10-31 18:00:00+08:00,1203294,1203294,571466,295233,20830,20830,117,117,31,0,437572,0,194256,276233,274403,0,20713,0,86,9.723309515380281e-05,2.5762614955281086e-05,1.0
BENCH_AV_M,2016-10-31 18:15:00+08:00,1095926,1095926,541213,239232,16291,16291,56,56,28,0,341036,0,213677,301981,222941,0,16235,0,28,5.109834058138962e-05,2.554917029069481e-05,1.0
BENCH_AV_M,2016-10-31 18:30:00+08:00,1161585,1161585,616801,311815,22204,22204,102,102,33,0,357781,0,187003,304986,289611,0,22102,0,69,8.781105127907127e-05,2.8409457766758353e-05,1.0
BENCH_AV_M,2016-10-31 18:45:00+08:00,1348499,1348499,631296,339576,22923,22923,128,128,40,0,446041,0,271162,291720,316653,0,22795,0,88,9.492035218416922e-05,2.966261005755288e-05,1.0
BENCH_AV_M,2016-10-31 19:00:00+08:00,1457328,1457328,765027,401192,27550,27550,270,270,52,0,461815,0,230486,363835,373642,0,27280,0,218,0.00018527057738546162,3.5681740829792605e-05,1.0
BENCH_AV_M,2016-10-31 19:15:00+08:00,1416385,1416385,722955,336538,23413,23413,193,193,54,0,444577,0,248853,386417,313125,0,23220,0,139,0.00013626238628621455,3.8125227251065213e-05,1.0
BENCH_AV_M,2016-10-31 19:30:00+08:00,1459070,1459070,693097,311765,23108,23108,301,301,72,0,485087,0,280886,381332,288657,0,22807,0,229,0.0002062957911546396,4.934650153865133e-05,1.0
BENCH_AV_M,2016-10-31 19:45:00+08:00,1318742,1318742,650342,321619,22748,22748,192,192,61,0,415489,0,252911,328723,298871,0,22556,0,131,0.00014559330028163204,4.625620477697685e-05,1.0
BENCH_AV_M,2016-10-31 20:00:00+08:00,1167753,1167753,501241,252897,18297,18297,246,246,61,0,425515,0,240997,248344,234600,0,18051,0,185,0.0002106609873834621,5.2237074107281246e-05,1.0
BENCH_AV_M,2016-10-31 20:15:00+08:00,1083438,1083438,468016,207997,15313,15313,335,335,72,0,396728,0,218694,260019,192684,0,14978,0,263,0.0003092008956673109,6.645511787476533e-05,1.0
BENCH_AV_M,2016-10-31 20:30:00+08:00,1167608,1167608,550992,234171,17205,17205,205,205,49,0,423819,0,192797,316821,216966,0,17000,0,156,0.00017557262368877226,4.196613932073093e-05,1.0
BENCH_AV_M,2016-10-31 20:45:00+08:00,1224986,1224986,570899,255560,18460,18460,225,225,64,0,432921,0,221166,315339,237100,0,18235,0,161,0.0001836755685371098,5.224549505055568e-05,1.0
BENCH_AV_M,2016-10-31 21:00:00+08:00,1273933,1273933,599253,300783,20650,20650,174,174,55,0,440365,0,234315,298470,280133,0,20476,0,119,0.00013658489104215058,4.317338509953035e-05,1.0
BENCH_AV_M,2016-10-31 21:15:00+08:00,1283477,1283477,582316,240530,16482,16482,226,226,56,0,425997,0,275164,341786,224048,0,16256,0,170,0.00017608418382253832,4.363147917726613e-05,1.0
