date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161023,709dea9fe5fe60d92f49ce97711228f3,13,162532765_2419__n2,162532762_2374__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,14,162532762_2374__n0,293499687_2371__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,16,293499687_2371__n1,152428518_2369__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,18,152428518_2369__n1,162540379_2393__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,709dea9fe5fe60d92f49ce97711228f3,19,162540379_2393__n0,28340419_2383__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,721816545fd525ce75157e1f0260d538,43,231865403_9452__n0,266583962_9032__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,721816545fd525ce75157e1f0260d538,44,266583962_9032__n0,267213557_9010__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,1,263486160_8829__n1,263774845_8826__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,2,263774845_8826__n0,263774844_8834__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,4,263738598_8843__n1,335697692_8840__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,5,335697692_8840__n1,263486158_8846__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,7,263486158_8846__n1,263774840_8823__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,23,142323476_8748__n3,333378721_8502__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,741fc6ce986733d7e10b6e8d29f5d34d,24,333378721_8502__n0,333378722_8463__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,5,447554164_4203__n0,263770588_4205__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,6,263770588_4205__n0,263770589_4227__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,14,254489535_4423__n0,447556699_4425__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,15,447556699_4425__n0,266957160_4410__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,32,457308487_4599__n0,447556636_4619__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,33,447556636_4619__n0,369790064_4622__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7803161360654874583fa2d282847acf,34,369790064_4622__n0,263773394_4625__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7966c69cfc3b2c50f9eaa29bb1751e45,9,254489535_4423__n0,447556699_4425__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7966c69cfc3b2c50f9eaa29bb1751e45,10,447556699_4425__n0,266957160_4410__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,79e71a94271bec224c755cdaffb658ca,5,266577945_3892__n6,447556667_3885__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,79e71a94271bec224c755cdaffb658ca,6,447556667_3885__n0,266577952_2713__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,10,335513936_2221__n1,381473319_2222__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,14,335513936_2221__n2,381473318_2414__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,15,381473318_2414__n0,162542043_2415__n2,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,16,162542043_2415__n2,162542043_2415__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,17,162542043_2415__n0,381473318_2414__n2,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,18,381473318_2414__n2,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7ac39da74972fb22c983c5e8274e1756,47,400213936_3981__n1,267598519_4210__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7dd1f61eab651f2c4760c87dac6d6d6c,7,266577945_3892__n4,266577952_2713__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,7dd1f61eab651f2c4760c87dac6d6d6c,11,295967307_2695__n1,290629743_2711__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,827467e07005a2ac944b5eaad8816c00,3,457983480_10346__n0,457983472_10329__n0,False,False,,,,no_directed_path_within_distance_cap
