order_id,gps_interval_time_sec,gps_interval_distance_m,raw_start_time,raw_end_time,traversal_time_sec,traversal_distance_m,negative_traversal_time,negative_traversal_distance,date,time_allocation_error_sec,distance_allocation_error_m,relative_time_error,relative_distance_error,raw_elapsed_time_sec,movement_time_allocated_sec
1a1302ea705f4f03848a8043ba82248f,2164.0,7978.347632800923,1476870948,1476873112,2164.0,7978.347632800923,0,0,20161019,0.0,0.0,0.0,0.0,2164,0.0
1a284718cfa9d5def87ff580f5e042a0,241.0,1325.0847146271992,1476885227,1476885468,241.0,1325.0847146271992,0,0,20161019,0.0,0.0,0.0,0.0,241,0.0
1a9de5a400b7cbc24ca30fed4042b057,269.0,1843.8928108984048,1476834201,1476834470,269.0,1843.8928108984048,0,0,20161019,0.0,0.0,0.0,0.0,269,0.0
1acb70fcaee8c88c7c86c7dde7095b5f,934.0,4420.250920149592,1476844102,1476845036,934.0,4420.250920149592,0,0,20161019,0.0,0.0,0.0,0.0,934,0.0
1b24ed44ee2cfbc162003a9cf4f52672,1336.0,6055.503701315109,1476843033,1476844369,1336.0,6055.503701315109,0,0,20161019,0.0,0.0,0.0,0.0,1336,0.0
1b3f57a542e535e9e9a2fc4e24780b5c,510.0,3197.229369629085,1476864210,1476864720,510.0,3197.229369629085,0,0,20161019,0.0,0.0,0.0,0.0,510,0.0
1b983db20b80c859ceca24fe5eaa3f21,328.0,1941.6759184550028,1476849755,1476850083,328.0,1941.6759184550028,0,0,20161019,0.0,0.0,0.0,0.0,328,0.0
1c8226bdcd2ee3fd02866b69cbae43be,653.0,3938.4476580755513,1476864603,1476865256,653.0,3938.4476580755513,0,0,20161019,0.0,0.0,0.0,0.0,653,0.0
1cafe673b99b0464818e34ba2858cf1e,303.0,1949.7691360958834,1476838633,1476838936,303.0,1949.7691360958831,0,0,20161019,0.0,-2.2737367544323206e-13,0.0,1.1661569117793777e-16,303,0.0
1cd16f96c9cfb1c462a168ad763fb26b,791.0,4895.542491645022,1476885316,1476886107,791.0,4895.542491645022,0,0,20161019,0.0,0.0,0.0,0.0,791,0.0
1ce9c9496149237d7ed665fae738ec65,789.0,4715.68166119909,1476874018,1476874807,789.0,4715.68166119909,0,0,20161019,0.0,0.0,0.0,0.0,789,0.0
1cf0ab86e7d93158f00c420f3c330015,995.0,5292.087734213901,1476868728,1476869723,995.0,5292.087734213901,0,0,20161019,0.0,0.0,0.0,0.0,995,0.0
1d160970f69a2f11f5eff653cfa48d90,497.0,2475.547377555038,1476888176,1476888673,497.0,2475.547377555038,0,0,20161019,0.0,0.0,0.0,0.0,497,0.0
1d35b66e8a63002c2624aaa5238c14e3,364.0,2129.9576168126546,1476863727,1476864091,364.0,2129.9576168126546,0,0,20161019,0.0,0.0,0.0,0.0,364,0.0
