date,order_id,transition_index,from_link_id,to_link_id,bridge_found,bridge_repairable,bridge_distance_m,bridge_link_count,bridge_node_path,bridge_reason
20161023,abc89fc9cf19f33b1b3828d3de59b5a3,15,369790064_4622__n0,263773394_4625__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b28e0267b3b5d3c610971e94d5f55726,53,162540382_2656__n0,28340415_2395__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b28e0267b3b5d3c610971e94d5f55726,60,381473315_2421__n0,152428520_2634__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b28e0267b3b5d3c610971e94d5f55726,61,152428520_2634__n0,162542042_2628__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b59f846ef033b4a73f81699836fb2cbd,66,266583954_9486__n2,266583954_9486__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b59f846ef033b4a73f81699836fb2cbd,167,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b59f846ef033b4a73f81699836fb2cbd,171,162532783_2416__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,b59f846ef033b4a73f81699836fb2cbd,172,162532761_2422__n1,162532768_2499__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b763c19a29cbd970b9dbea6f325f7b1d,16,162540379_2393__n0,335527368_2389__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,b8b5368bff0c2dff2d44ff76b23acd64,9,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,e3f3973776861a3ac20a8aca0f10f28e,68,152427987_2576__n0,152427999_2561__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,ee384c5dcd1e3f927a1fd16698875635,12,28258924_2310__n0,156592798_10051__n2,False,False,,,,no_directed_path_within_distance_cap
20161023,fd269d7411891b12bfcc6f84e5d43508,18,162540382_2656__n0,152428519_2370__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,fd7656b37e97032ce7c81f3d6e696f50,2,28275321_1874__n6,266773682_2220__n5,False,False,,,,no_directed_path_within_distance_cap
20161023,17b8ef9db60f3320265f6d295988a610,2,255201450_10351__n0,258248021_10327__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1b30e77a9108ca911b31374273a8cb71,9,335513936_2221__n1,162532933_2408__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1b30e77a9108ca911b31374273a8cb71,16,381473318_2414__n0,162532761_2422__n1,False,False,,,,no_directed_path_within_distance_cap
20161023,1b30e77a9108ca911b31374273a8cb71,17,162532761_2422__n1,162542043_2415__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1db1eefccbbdaaa138cb842887a8a8a9,7,334648934_2579__n3,263485687_2529__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1e882ffe7817bb83fda75d2961b80209,5,142320577_2424__n2,152428516_2373__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1e882ffe7817bb83fda75d2961b80209,17,381473925_2503__n0,381473926_2504__n0,False,False,,,,no_directed_path_within_distance_cap
20161023,1ef419da60e4a1ac95dd541a2f5992d0,6,89567417_2568__n0,258738678_2548__n0,False,False,,,,no_directed_path_within_distance_cap
