arc_id,routing_mode,batch_size,focal_source_position,repeat_id,success,raw_time_s,distance_m,returned_source_count,returned_target_count,failure_reason
1a6714a7a4b55ee76245,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,64.0,353.0,1,1,
1a6714a7a4b55ee76245,SCALAR_ROUTE,1,ONLY,2,True,64.393,353.0,1,1,
1a6714a7a4b55ee76245,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,64.0,353.0,1,1,
1a6714a7a4b55ee76245,SCALAR_ROUTE,1,ONLY,3,True,64.393,353.0,1,1,
1a6714a7a4b55ee76245,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,64.0,353.0,1,1,
1a6714a7a4b55ee76245,SCALAR_ROUTE,1,ONLY,4,True,64.393,353.0,1,1,
1a6714a7a4b55ee76245,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,64.0,353.0,1,1,
485b3c669eda85ccecd4,SCALAR_ROUTE,1,ONLY,0,True,55.077,839.0,1,1,
485b3c669eda85ccecd4,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,55.0,839.0,1,1,
485b3c669eda85ccecd4,SCALAR_ROUTE,1,ONLY,1,True,55.077,839.0,1,1,
485b3c669eda85ccecd4,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,55.0,839.0,1,1,
485b3c669eda85ccecd4,SCALAR_ROUTE,1,ONLY,2,True,55.077,839.0,1,1,
485b3c669eda85ccecd4,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,55.0,839.0,1,1,
485b3c669eda85ccecd4,SCALAR_ROUTE,1,ONLY,3,True,55.077,839.0,1,1,
485b3c669eda85ccecd4,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,55.0,839.0,1,1,
485b3c669eda85ccecd4,SCALAR_ROUTE,1,ONLY,4,True,55.077,839.0,1,1,
485b3c669eda85ccecd4,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,55.0,839.0,1,1,
6038862faa303d664d73,SCALAR_ROUTE,1,ONLY,0,True,54.197,594.0,1,1,
6038862faa303d664d73,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,54.0,594.0,1,1,
6038862faa303d664d73,SCALAR_ROUTE,1,ONLY,1,True,54.197,594.0,1,1,
6038862faa303d664d73,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,54.0,594.0,1,1,
6038862faa303d664d73,SCALAR_ROUTE,1,ONLY,2,True,54.197,594.0,1,1,
6038862faa303d664d73,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,54.0,594.0,1,1,
6038862faa303d664d73,SCALAR_ROUTE,1,ONLY,3,True,54.197,594.0,1,1,
6038862faa303d664d73,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,54.0,594.0,1,1,
6038862faa303d664d73,SCALAR_ROUTE,1,ONLY,4,True,54.197,594.0,1,1,
6038862faa303d664d73,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,54.0,594.0,1,1,
727da20c9855ab1f8db8,SCALAR_ROUTE,1,ONLY,0,True,179.126,2145.0,1,1,
727da20c9855ab1f8db8,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,179.0,2146.0,1,1,
727da20c9855ab1f8db8,SCALAR_ROUTE,1,ONLY,1,True,179.126,2145.0,1,1,
727da20c9855ab1f8db8,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,179.0,2146.0,1,1,
727da20c9855ab1f8db8,SCALAR_ROUTE,1,ONLY,2,True,179.126,2145.0,1,1,
727da20c9855ab1f8db8,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,179.0,2146.0,1,1,
727da20c9855ab1f8db8,SCALAR_ROUTE,1,ONLY,3,True,179.126,2145.0,1,1,
727da20c9855ab1f8db8,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,179.0,2146.0,1,1,
727da20c9855ab1f8db8,SCALAR_ROUTE,1,ONLY,4,True,179.126,2145.0,1,1,
727da20c9855ab1f8db8,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,179.0,2146.0,1,1,
7f607443918f9cd939af,SCALAR_ROUTE,1,ONLY,0,True,13.953,198.0,1,1,
7f607443918f9cd939af,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,13.0,199.0,1,1,
7f607443918f9cd939af,SCALAR_ROUTE,1,ONLY,1,True,13.953,198.0,1,1,
7f607443918f9cd939af,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,13.0,199.0,1,1,
7f607443918f9cd939af,SCALAR_ROUTE,1,ONLY,2,True,13.953,198.0,1,1,
7f607443918f9cd939af,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,13.0,199.0,1,1,
7f607443918f9cd939af,SCALAR_ROUTE,1,ONLY,3,True,13.953,198.0,1,1,
7f607443918f9cd939af,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,13.0,199.0,1,1,
7f607443918f9cd939af,SCALAR_ROUTE,1,ONLY,4,True,13.953,198.0,1,1,
7f607443918f9cd939af,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,13.0,199.0,1,1,
8e14401a9869674ef1ca,SCALAR_ROUTE,1,ONLY,0,True,108.31,1085.0,1,1,
8e14401a9869674ef1ca,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,108.0,1086.0,1,1,
8e14401a9869674ef1ca,SCALAR_ROUTE,1,ONLY,1,True,108.31,1085.0,1,1,
8e14401a9869674ef1ca,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,108.0,1086.0,1,1,
8e14401a9869674ef1ca,SCALAR_ROUTE,1,ONLY,2,True,108.31,1085.0,1,1,
8e14401a9869674ef1ca,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,108.0,1086.0,1,1,
8e14401a9869674ef1ca,SCALAR_ROUTE,1,ONLY,3,True,108.31,1085.0,1,1,
8e14401a9869674ef1ca,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,108.0,1086.0,1,1,
8e14401a9869674ef1ca,SCALAR_ROUTE,1,ONLY,4,True,108.31,1085.0,1,1,
8e14401a9869674ef1ca,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,108.0,1086.0,1,1,
aa2c80a77266bdd9f8d5,SCALAR_ROUTE,1,ONLY,0,True,56.381,569.0,1,1,
aa2c80a77266bdd9f8d5,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,56.0,570.0,1,1,
aa2c80a77266bdd9f8d5,SCALAR_ROUTE,1,ONLY,1,True,56.381,569.0,1,1,
aa2c80a77266bdd9f8d5,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,56.0,570.0,1,1,
aa2c80a77266bdd9f8d5,SCALAR_ROUTE,1,ONLY,2,True,56.381,569.0,1,1,
aa2c80a77266bdd9f8d5,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,56.0,570.0,1,1,
aa2c80a77266bdd9f8d5,SCALAR_ROUTE,1,ONLY,3,True,56.381,569.0,1,1,
aa2c80a77266bdd9f8d5,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,56.0,570.0,1,1,
aa2c80a77266bdd9f8d5,SCALAR_ROUTE,1,ONLY,4,True,56.381,569.0,1,1,
aa2c80a77266bdd9f8d5,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,56.0,570.0,1,1,
b184e2ac3d8d5622df2e,SCALAR_ROUTE,1,ONLY,0,True,115.599,1132.0,1,1,
b184e2ac3d8d5622df2e,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,115.0,1132.0,1,1,
b184e2ac3d8d5622df2e,SCALAR_ROUTE,1,ONLY,1,True,115.599,1132.0,1,1,
b184e2ac3d8d5622df2e,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,115.0,1132.0,1,1,
b184e2ac3d8d5622df2e,SCALAR_ROUTE,1,ONLY,2,True,115.599,1132.0,1,1,
b184e2ac3d8d5622df2e,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,115.0,1132.0,1,1,
b184e2ac3d8d5622df2e,SCALAR_ROUTE,1,ONLY,3,True,115.599,1132.0,1,1,
b184e2ac3d8d5622df2e,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,115.0,1132.0,1,1,
b184e2ac3d8d5622df2e,SCALAR_ROUTE,1,ONLY,4,True,115.599,1132.0,1,1,
b184e2ac3d8d5622df2e,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,115.0,1132.0,1,1,
b594d56c3903b056274a,SCALAR_ROUTE,1,ONLY,0,True,46.617,483.0,1,1,
b594d56c3903b056274a,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,46.0,483.0,1,1,
b594d56c3903b056274a,SCALAR_ROUTE,1,ONLY,1,True,46.617,483.0,1,1,
b594d56c3903b056274a,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,46.0,483.0,1,1,
b594d56c3903b056274a,SCALAR_ROUTE,1,ONLY,2,True,46.617,483.0,1,1,
b594d56c3903b056274a,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,46.0,483.0,1,1,
b594d56c3903b056274a,SCALAR_ROUTE,1,ONLY,3,True,46.617,483.0,1,1,
b594d56c3903b056274a,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,46.0,483.0,1,1,
b594d56c3903b056274a,SCALAR_ROUTE,1,ONLY,4,True,46.617,483.0,1,1,
b594d56c3903b056274a,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,46.0,483.0,1,1,
b6c293b3ffc10cb4aeaa,SCALAR_ROUTE,1,ONLY,0,True,55.326,556.0,1,1,
b6c293b3ffc10cb4aeaa,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,55.0,556.0,1,1,
b6c293b3ffc10cb4aeaa,SCALAR_ROUTE,1,ONLY,1,True,55.326,556.0,1,1,
b6c293b3ffc10cb4aeaa,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,55.0,556.0,1,1,
b6c293b3ffc10cb4aeaa,SCALAR_ROUTE,1,ONLY,2,True,55.326,556.0,1,1,
b6c293b3ffc10cb4aeaa,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,55.0,556.0,1,1,
b6c293b3ffc10cb4aeaa,SCALAR_ROUTE,1,ONLY,3,True,55.326,556.0,1,1,
b6c293b3ffc10cb4aeaa,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,55.0,556.0,1,1,
b6c293b3ffc10cb4aeaa,SCALAR_ROUTE,1,ONLY,4,True,55.326,556.0,1,1,
b6c293b3ffc10cb4aeaa,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,55.0,556.0,1,1,
bd5d3e3f216c19430040,SCALAR_ROUTE,1,ONLY,0,True,54.794,548.0,1,1,
bd5d3e3f216c19430040,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,54.0,549.0,1,1,
bd5d3e3f216c19430040,SCALAR_ROUTE,1,ONLY,1,True,54.794,548.0,1,1,
bd5d3e3f216c19430040,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,54.0,549.0,1,1,
bd5d3e3f216c19430040,SCALAR_ROUTE,1,ONLY,2,True,54.794,548.0,1,1,
bd5d3e3f216c19430040,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,54.0,549.0,1,1,
bd5d3e3f216c19430040,SCALAR_ROUTE,1,ONLY,3,True,54.794,548.0,1,1,
bd5d3e3f216c19430040,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,54.0,549.0,1,1,
bd5d3e3f216c19430040,SCALAR_ROUTE,1,ONLY,4,True,54.794,548.0,1,1,
bd5d3e3f216c19430040,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,54.0,549.0,1,1,
c7c0adf699c71119a1bc,SCALAR_ROUTE,1,ONLY,0,True,78.859,1006.9999999999999,1,1,
c7c0adf699c71119a1bc,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,78.0,1008.0,1,1,
c7c0adf699c71119a1bc,SCALAR_ROUTE,1,ONLY,1,True,78.859,1006.9999999999999,1,1,
c7c0adf699c71119a1bc,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,78.0,1008.0,1,1,
c7c0adf699c71119a1bc,SCALAR_ROUTE,1,ONLY,2,True,78.859,1006.9999999999999,1,1,
c7c0adf699c71119a1bc,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,78.0,1008.0,1,1,
c7c0adf699c71119a1bc,SCALAR_ROUTE,1,ONLY,3,True,78.859,1006.9999999999999,1,1,
c7c0adf699c71119a1bc,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,78.0,1008.0,1,1,
c7c0adf699c71119a1bc,SCALAR_ROUTE,1,ONLY,4,True,78.859,1006.9999999999999,1,1,
c7c0adf699c71119a1bc,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,78.0,1008.0,1,1,
d113837f324698f5542b,SCALAR_ROUTE,1,ONLY,0,True,69.667,1000.0,1,1,
d113837f324698f5542b,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,69.0,1000.9999999999999,1,1,
d113837f324698f5542b,SCALAR_ROUTE,1,ONLY,1,True,69.667,1000.0,1,1,
d113837f324698f5542b,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,69.0,1000.9999999999999,1,1,
d113837f324698f5542b,SCALAR_ROUTE,1,ONLY,2,True,69.667,1000.0,1,1,
d113837f324698f5542b,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,69.0,1000.9999999999999,1,1,
d113837f324698f5542b,SCALAR_ROUTE,1,ONLY,3,True,69.667,1000.0,1,1,
d113837f324698f5542b,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,69.0,1000.9999999999999,1,1,
d113837f324698f5542b,SCALAR_ROUTE,1,ONLY,4,True,69.667,1000.0,1,1,
d113837f324698f5542b,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,69.0,1000.9999999999999,1,1,
d2e9634a0a27baf7b2a4,SCALAR_ROUTE,1,ONLY,0,True,64.212,691.0,1,1,
d2e9634a0a27baf7b2a4,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,64.0,692.0,1,1,
d2e9634a0a27baf7b2a4,SCALAR_ROUTE,1,ONLY,1,True,64.212,691.0,1,1,
d2e9634a0a27baf7b2a4,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,64.0,692.0,1,1,
d2e9634a0a27baf7b2a4,SCALAR_ROUTE,1,ONLY,2,True,64.212,691.0,1,1,
d2e9634a0a27baf7b2a4,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,64.0,692.0,1,1,
d2e9634a0a27baf7b2a4,SCALAR_ROUTE,1,ONLY,3,True,64.212,691.0,1,1,
d2e9634a0a27baf7b2a4,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,64.0,692.0,1,1,
d2e9634a0a27baf7b2a4,SCALAR_ROUTE,1,ONLY,4,True,64.212,691.0,1,1,
d2e9634a0a27baf7b2a4,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,64.0,692.0,1,1,
deff0370627791710b53,SCALAR_ROUTE,1,ONLY,0,True,104.248,1208.0,1,1,
deff0370627791710b53,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,104.0,1208.0,1,1,
deff0370627791710b53,SCALAR_ROUTE,1,ONLY,1,True,104.248,1208.0,1,1,
deff0370627791710b53,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,104.0,1208.0,1,1,
deff0370627791710b53,SCALAR_ROUTE,1,ONLY,2,True,104.248,1208.0,1,1,
deff0370627791710b53,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,104.0,1208.0,1,1,
deff0370627791710b53,SCALAR_ROUTE,1,ONLY,3,True,104.248,1208.0,1,1,
deff0370627791710b53,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,104.0,1208.0,1,1,
deff0370627791710b53,SCALAR_ROUTE,1,ONLY,4,True,104.248,1208.0,1,1,
deff0370627791710b53,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,104.0,1208.0,1,1,
e5c4b05f18727ec5c2da,SCALAR_ROUTE,1,ONLY,0,True,1.65,18.0,1,1,
e5c4b05f18727ec5c2da,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,1.0,18.0,1,1,
e5c4b05f18727ec5c2da,SCALAR_ROUTE,1,ONLY,1,True,1.65,18.0,1,1,
e5c4b05f18727ec5c2da,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,1.0,18.0,1,1,
e5c4b05f18727ec5c2da,SCALAR_ROUTE,1,ONLY,2,True,1.65,18.0,1,1,
e5c4b05f18727ec5c2da,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,1.0,18.0,1,1,
e5c4b05f18727ec5c2da,SCALAR_ROUTE,1,ONLY,3,True,1.65,18.0,1,1,
e5c4b05f18727ec5c2da,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,1.0,18.0,1,1,
e5c4b05f18727ec5c2da,SCALAR_ROUTE,1,ONLY,4,True,1.65,18.0,1,1,
e5c4b05f18727ec5c2da,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,1.0,18.0,1,1,
f3994a124c0be4102611,SCALAR_ROUTE,1,ONLY,0,True,63.127,899.0,1,1,
f3994a124c0be4102611,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,63.0,900.0,1,1,
f3994a124c0be4102611,SCALAR_ROUTE,1,ONLY,1,True,63.127,899.0,1,1,
f3994a124c0be4102611,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,63.0,900.0,1,1,
f3994a124c0be4102611,SCALAR_ROUTE,1,ONLY,2,True,63.127,899.0,1,1,
f3994a124c0be4102611,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,63.0,900.0,1,1,
f3994a124c0be4102611,SCALAR_ROUTE,1,ONLY,3,True,63.127,899.0,1,1,
f3994a124c0be4102611,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,63.0,900.0,1,1,
f3994a124c0be4102611,SCALAR_ROUTE,1,ONLY,4,True,63.127,899.0,1,1,
f3994a124c0be4102611,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,63.0,900.0,1,1,
f8170cd84d184a9712e3,SCALAR_ROUTE,1,ONLY,0,True,31.812,342.0,1,1,
f8170cd84d184a9712e3,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,31.0,343.0,1,1,
f8170cd84d184a9712e3,SCALAR_ROUTE,1,ONLY,1,True,31.812,342.0,1,1,
f8170cd84d184a9712e3,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,31.0,343.0,1,1,
f8170cd84d184a9712e3,SCALAR_ROUTE,1,ONLY,2,True,31.812,342.0,1,1,
f8170cd84d184a9712e3,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,31.0,343.0,1,1,
f8170cd84d184a9712e3,SCALAR_ROUTE,1,ONLY,3,True,31.812,342.0,1,1,
f8170cd84d184a9712e3,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,31.0,343.0,1,1,
f8170cd84d184a9712e3,SCALAR_ROUTE,1,ONLY,4,True,31.812,342.0,1,1,
f8170cd84d184a9712e3,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,31.0,343.0,1,1,
f9d30be97813da1eff88,SCALAR_ROUTE,1,ONLY,0,True,24.461,267.0,1,1,
f9d30be97813da1eff88,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,24.0,267.0,1,1,
f9d30be97813da1eff88,SCALAR_ROUTE,1,ONLY,1,True,24.461,267.0,1,1,
f9d30be97813da1eff88,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,24.0,267.0,1,1,
f9d30be97813da1eff88,SCALAR_ROUTE,1,ONLY,2,True,24.461,267.0,1,1,
f9d30be97813da1eff88,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,24.0,267.0,1,1,
f9d30be97813da1eff88,SCALAR_ROUTE,1,ONLY,3,True,24.461,267.0,1,1,
f9d30be97813da1eff88,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,24.0,267.0,1,1,
f9d30be97813da1eff88,SCALAR_ROUTE,1,ONLY,4,True,24.461,267.0,1,1,
f9d30be97813da1eff88,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,24.0,267.0,1,1,
03f33b62554d5e3c702b,SCALAR_ROUTE,1,ONLY,0,True,136.71,2021.0,1,1,
03f33b62554d5e3c702b,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,136.0,2021.9999999999998,1,1,
03f33b62554d5e3c702b,SCALAR_ROUTE,1,ONLY,1,True,136.71,2021.0,1,1,
03f33b62554d5e3c702b,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,136.0,2021.9999999999998,1,1,
03f33b62554d5e3c702b,SCALAR_ROUTE,1,ONLY,2,True,136.71,2021.0,1,1,
03f33b62554d5e3c702b,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,136.0,2021.9999999999998,1,1,
03f33b62554d5e3c702b,SCALAR_ROUTE,1,ONLY,3,True,136.71,2021.0,1,1,
03f33b62554d5e3c702b,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,136.0,2021.9999999999998,1,1,
03f33b62554d5e3c702b,SCALAR_ROUTE,1,ONLY,4,True,136.71,2021.0,1,1,
03f33b62554d5e3c702b,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,136.0,2021.9999999999998,1,1,
0d06fe7c373fec554310,SCALAR_ROUTE,1,ONLY,0,True,143.808,2133.0,1,1,
0d06fe7c373fec554310,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,143.0,2133.0,1,1,
0d06fe7c373fec554310,SCALAR_ROUTE,1,ONLY,1,True,143.808,2133.0,1,1,
0d06fe7c373fec554310,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,143.0,2133.0,1,1,
0d06fe7c373fec554310,SCALAR_ROUTE,1,ONLY,2,True,143.808,2133.0,1,1,
0d06fe7c373fec554310,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,143.0,2133.0,1,1,
0d06fe7c373fec554310,SCALAR_ROUTE,1,ONLY,3,True,143.808,2133.0,1,1,
0d06fe7c373fec554310,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,143.0,2133.0,1,1,
0d06fe7c373fec554310,SCALAR_ROUTE,1,ONLY,4,True,143.808,2133.0,1,1,
0d06fe7c373fec554310,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,143.0,2133.0,1,1,
20cc5000185cf479b0e5,SCALAR_ROUTE,1,ONLY,0,True,140.724,2146.0,1,1,
20cc5000185cf479b0e5,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,140.0,2146.0,1,1,
20cc5000185cf479b0e5,SCALAR_ROUTE,1,ONLY,1,True,140.724,2146.0,1,1,
20cc5000185cf479b0e5,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,140.0,2146.0,1,1,
20cc5000185cf479b0e5,SCALAR_ROUTE,1,ONLY,2,True,140.724,2146.0,1,1,
20cc5000185cf479b0e5,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,140.0,2146.0,1,1,
20cc5000185cf479b0e5,SCALAR_ROUTE,1,ONLY,3,True,140.724,2146.0,1,1,
20cc5000185cf479b0e5,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,140.0,2146.0,1,1,
20cc5000185cf479b0e5,SCALAR_ROUTE,1,ONLY,4,True,140.724,2146.0,1,1,
20cc5000185cf479b0e5,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,140.0,2146.0,1,1,
2b8262337c70c2cd8d6a,SCALAR_ROUTE,1,ONLY,0,True,159.627,2069.0,1,1,
2b8262337c70c2cd8d6a,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,159.0,2070.0,1,1,
2b8262337c70c2cd8d6a,SCALAR_ROUTE,1,ONLY,1,True,159.627,2069.0,1,1,
2b8262337c70c2cd8d6a,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,159.0,2070.0,1,1,
2b8262337c70c2cd8d6a,SCALAR_ROUTE,1,ONLY,2,True,159.627,2069.0,1,1,
2b8262337c70c2cd8d6a,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,159.0,2070.0,1,1,
2b8262337c70c2cd8d6a,SCALAR_ROUTE,1,ONLY,3,True,159.627,2069.0,1,1,
2b8262337c70c2cd8d6a,SINGLE_SOURCE_MATRIX,1,ONLY,3,True,159.0,2070.0,1,1,
2b8262337c70c2cd8d6a,SCALAR_ROUTE,1,ONLY,4,True,159.627,2069.0,1,1,
2b8262337c70c2cd8d6a,SINGLE_SOURCE_MATRIX,1,ONLY,4,True,159.0,2070.0,1,1,
3d398da1ff9cdaf4b659,SCALAR_ROUTE,1,ONLY,0,True,129.397,2007.0000000000002,1,1,
3d398da1ff9cdaf4b659,SINGLE_SOURCE_MATRIX,1,ONLY,0,True,129.0,2008.0,1,1,
3d398da1ff9cdaf4b659,SCALAR_ROUTE,1,ONLY,1,True,129.397,2007.0000000000002,1,1,
3d398da1ff9cdaf4b659,SINGLE_SOURCE_MATRIX,1,ONLY,1,True,129.0,2008.0,1,1,
3d398da1ff9cdaf4b659,SCALAR_ROUTE,1,ONLY,2,True,129.397,2007.0000000000002,1,1,
3d398da1ff9cdaf4b659,SINGLE_SOURCE_MATRIX,1,ONLY,2,True,129.0,2008.0,1,1,
3d398da1ff9cdaf4b659,SCALAR_ROUTE,1,ONLY,3,True,129.397,2007.0000000000002,1,1,
