scenario_id,time_bin_start,gate_av_n0_spatial,gate_av_n1_passenger_compatible,gate_av_n2_structurally_ready,gate_av_n3_evidence_complete,gate_av_n3a_shared_topk,gate_av_n3b_route_returned,gate_av_n4_pickup_within_patience,gate_av_n5_solver_eligible,gate_av_n6_selected,gate_av_loss_acceptance,gate_av_loss_no_selected_route,gate_av_loss_hard_infeasible,gate_av_loss_hard_unknown,gate_av_loss_evidence_incomplete,gate_av_loss_shared_topk,gate_av_loss_routing_failure,gate_av_loss_patience,gate_av_loss_other_arc_condition,gate_av_loss_dispatch_competition
MAIN_Q75_M_P70,2016-10-31 19:00:00+08:00,814281,569534,292457,136306,10346,10346,190,190,51,244747,186582,0,90495,156151,125960,0,10156,0,139
MAIN_Q75_M_P70,2016-10-31 19:15:00+08:00,810305,531788,267187,120578,9257,9257,142,142,39,278517,170083,0,94518,146609,111321,0,9115,0,103
MAIN_Q75_M_P70,2016-10-31 19:30:00+08:00,872702,583305,270914,125537,9997,9997,233,233,54,289397,202987,0,109404,145377,115540,0,9764,0,179
MAIN_Q75_M_P70,2016-10-31 19:45:00+08:00,717028,472141,216662,107275,9137,9137,155,155,48,244887,158400,0,97079,109387,98138,0,8982,0,107
MAIN_Q75_M_P70,2016-10-31 20:00:00+08:00,630272,428302,183797,93031,7917,7917,229,229,52,201970,149117,0,95388,90766,85114,0,7688,0,177
MAIN_Q75_M_P70,2016-10-31 20:15:00+08:00,544459,370430,163860,53754,5427,5427,285,285,61,174029,137450,0,69120,110106,48327,0,5142,0,224
MAIN_Q75_M_P70,2016-10-31 20:30:00+08:00,594951,387780,163637,62401,5879,5879,162,162,39,207171,152564,0,71579,101236,56522,0,5717,0,123
MAIN_Q75_M_P70,2016-10-31 20:45:00+08:00,639590,440711,163689,66026,6182,6182,219,219,55,198879,184826,0,92196,97663,59844,0,5963,0,164
MAIN_Q75_M_P70,2016-10-31 21:00:00+08:00,690716,471278,209004,103249,8450,8450,176,176,45,219438,181930,0,80344,105755,94799,0,8274,0,131
MAIN_Q75_M_P70,2016-10-31 21:15:00+08:00,711622,475683,190653,66386,5926,5926,141,141,40,235939,192998,0,92032,124267,60460,0,5785,0,101
MAIN_Q75_M_P70,2016-10-31 21:30:00+08:00,657412,449098,233877,117894,9522,9522,242,242,45,208314,154660,0,60561,115983,108372,0,9280,0,197
MAIN_Q75_M_P70,2016-10-31 21:45:00+08:00,668532,463369,233471,75713,7323,7323,168,168,48,205163,156339,0,73559,157758,68390,0,7155,0,120
MAIN_Q75_M_P70,2016-10-31 22:00:00+08:00,691084,482484,221142,97031,7765,7765,136,136,41,208600,169006,0,92336,124111,89266,0,7629,0,95
MAIN_Q75_M_P70,2016-10-31 22:15:00+08:00,531321,369517,178165,76240,6954,6954,135,135,34,161804,112669,0,78683,101925,69286,0,6819,0,101
MAIN_Q75_M_P70,2016-10-31 22:30:00+08:00,504684,336831,174830,70494,5847,5847,227,227,38,167853,115298,0,46703,104336,64647,0,5620,0,189
MAIN_Q75_M_P70,2016-10-31 22:45:00+08:00,452797,309224,143409,57193,4897,4897,158,158,32,143573,111374,0,54441,86216,52296,0,4739,0,126
MAIN_Q75_M_P70,2016-10-31 23:00:00+08:00,380907,245148,113203,48515,3906,3906,136,136,24,135759,93485,0,38460,64688,44609,0,3770,0,112
MAIN_Q75_M_P70,2016-10-31 23:15:00+08:00,350517,235802,78259,33343,2755,2755,184,184,33,114715,111780,0,45763,44916,30588,0,2571,0,151
MAIN_Q75_M_P70,2016-10-31 23:30:00+08:00,298916,208162,75591,31306,2693,2693,147,147,24,90754,90056,0,42515,44285,28613,0,2546,0,123
MAIN_Q75_M_P70,2016-10-31 23:45:00+08:00,365994,244329,119132,51938,3969,3969,203,203,38,121665,87193,0,38004,67194,47969,0,3766,0,165
MAIN_Q75_M_P70,2016-11-01 00:00:00+08:00,60975,34981,26342,19916,1196,1196,0,0,0,25994,2012,0,6627,6426,18720,0,1196,0,0
