epoch_id,condition,pstar_s,mode,status,gap_s,gap_relative,same_order_swap_count,served_set_changed,budget_exists
2100,D0,750.8573542619451,A2,OPTIMAL,29.61127594272466,0.039436619718309945,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D1,934.8702833345908,A1,OPTIMAL,29.61127594272466,0.03167420814479645,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D1,934.8702833345908,A2,OPTIMAL,29.61127594272466,0.03167420814479645,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D2,750.8573542619451,A1,OPTIMAL,29.61127594272466,0.039436619718309945,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D2,750.8573542619451,A2,OPTIMAL,29.61127594272466,0.039436619718309945,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D3,1324.0470528675428,A1,OPTIMAL,29.61127594272466,0.022364217252396214,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D3,1324.0470528675428,A2,OPTIMAL,29.61127594272466,0.022364217252396214,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":true}"
2100,D4,1656.1163616538115,A1,OPTIMAL,29.61127594272466,0.01787994891443171,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":true,""0.05"":true}"
2100,D4,1656.1163616538115,A2,OPTIMAL,29.61127594272466,0.01787994891443171,1,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":true,""0.05"":true}"
2300,D0,260.50910094171064,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D0,260.50910094171064,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D1,260.50910094171064,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D1,260.50910094171064,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D2,240.60910017532996,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D2,240.60910017532996,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D3,260.50910094171064,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D3,260.50910094171064,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D4,701.9272997596092,A1,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
2300,D4,701.9272997596092,A2,INFEASIBLE,,,0,False,"{""0"":false,""0.005"":false,""0.01"":false,""0.02"":false,""0.05"":false}"
