epoch_id,condition,layer,category,waiting_order_count,E_AV,U_AV,M_AV,O_HA,E_HV
1700,D1,CAPABILITY_HARD,M_CAPABILITY_HARD,4,185,1,1,1,726
1700,D1,CAPABILITY_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D1,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,41,2491,19,19,19,4534
1700,D1,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,4,185,1,1,1,726
1700,D1,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D1,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,41,2306,18,18,18,4534
1700,D1,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,4,0,0,0,0,726
1700,D1,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,17,1754,13,13,13,1921
1700,D1,TOPK,ORIGINAL_REVERSE,41,169,18,18,18,583
1700,D1,TOPK,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D1,TOPK,FALLBACK_EVIDENCE,17,120,13,13,13,198
1700,D1,VALID_ETA,ORIGINAL_REVERSE,41,169,18,18,18,583
1700,D1,VALID_ETA,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D1,VALID_ETA,FALLBACK_EVIDENCE,17,120,13,13,13,198
1700,D1,PATIENCE,ORIGINAL_REVERSE,41,6,2,2,0,3
1700,D1,PATIENCE,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D1,PATIENCE,FALLBACK_EVIDENCE,17,4,1,1,0,3
1700,D1,SESSION,ORIGINAL_REVERSE,41,6,2,2,0,0
1700,D1,SESSION,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D1,SESSION,FALLBACK_EVIDENCE,17,4,1,1,0,0
1700,D2,SPATIAL,ORIGINAL_REVERSE,41,5349,41,41,41,4534
1700,D2,SPATIAL,M_CAPABILITY_HARD,4,879,4,4,4,726
1700,D2,SPATIAL,FALLBACK_EVIDENCE,17,2256,17,17,17,1921
1700,D2,PASSENGER,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D2,PASSENGER,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D2,PASSENGER,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D2,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,41,3602,27,27,27,4534
1700,D2,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D2,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D2,CAPABILITY_HARD,ORIGINAL_REVERSE,41,3602,27,27,27,4534
1700,D2,CAPABILITY_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D2,CAPABILITY_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D2,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,41,2171,15,15,15,4534
1700,D2,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D2,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D2,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,41,0,0,0,0,4534
1700,D2,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,4,0,0,0,0,726
1700,D2,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,17,0,0,0,0,1921
1700,D2,TOPK,ORIGINAL_REVERSE,41,0,0,0,0,744
1700,D2,TOPK,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D2,TOPK,FALLBACK_EVIDENCE,17,0,0,0,0,310
1700,D2,VALID_ETA,ORIGINAL_REVERSE,41,0,0,0,0,744
1700,D2,VALID_ETA,M_CAPABILITY_HARD,4,0,0,0,0,80
1700,D2,VALID_ETA,FALLBACK_EVIDENCE,17,0,0,0,0,310
1700,D2,PATIENCE,ORIGINAL_REVERSE,41,0,0,0,0,3
1700,D2,PATIENCE,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D2,PATIENCE,FALLBACK_EVIDENCE,17,0,0,0,0,3
1700,D2,SESSION,ORIGINAL_REVERSE,41,0,0,0,0,0
1700,D2,SESSION,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D2,SESSION,FALLBACK_EVIDENCE,17,0,0,0,0,0
1700,D3,SPATIAL,ORIGINAL_REVERSE,41,5349,41,41,41,4534
1700,D3,SPATIAL,M_CAPABILITY_HARD,4,879,4,4,4,726
1700,D3,SPATIAL,FALLBACK_EVIDENCE,17,2256,17,17,17,1921
1700,D3,PASSENGER,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D3,PASSENGER,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D3,PASSENGER,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D3,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D3,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D3,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D3,CAPABILITY_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D3,CAPABILITY_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D3,CAPABILITY_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D3,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,41,1939,14,14,14,4534
1700,D3,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,4,185,1,1,1,726
1700,D3,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D3,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,41,1939,14,14,14,4534
1700,D3,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,4,185,1,1,1,726
1700,D3,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D3,TOPK,ORIGINAL_REVERSE,41,134,14,14,14,618
1700,D3,TOPK,M_CAPABILITY_HARD,4,14,1,1,1,66
1700,D3,TOPK,FALLBACK_EVIDENCE,17,134,14,14,14,184
1700,D3,VALID_ETA,ORIGINAL_REVERSE,41,134,14,14,14,618
1700,D3,VALID_ETA,M_CAPABILITY_HARD,4,14,1,1,1,66
1700,D3,VALID_ETA,FALLBACK_EVIDENCE,17,134,14,14,14,184
1700,D3,PATIENCE,ORIGINAL_REVERSE,41,4,1,1,0,3
1700,D3,PATIENCE,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D3,PATIENCE,FALLBACK_EVIDENCE,17,4,1,1,0,3
1700,D3,SESSION,ORIGINAL_REVERSE,41,4,1,1,0,0
1700,D3,SESSION,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D3,SESSION,FALLBACK_EVIDENCE,17,4,1,1,0,0
1700,D4,SPATIAL,ORIGINAL_REVERSE,41,5349,41,41,41,4534
1700,D4,SPATIAL,M_CAPABILITY_HARD,4,879,4,4,4,726
1700,D4,SPATIAL,FALLBACK_EVIDENCE,17,2256,17,17,17,1921
1700,D4,PASSENGER,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D4,PASSENGER,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D4,PASSENGER,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D4,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D4,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D4,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D4,CAPABILITY_HARD,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D4,CAPABILITY_HARD,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D4,CAPABILITY_HARD,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D4,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D4,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D4,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D4,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,41,4320,31,31,31,4534
1700,D4,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,4,417,2,2,2,726
1700,D4,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,17,1939,14,14,14,1921
1700,D4,TOPK,ORIGINAL_REVERSE,41,307,31,31,31,464
1700,D4,TOPK,M_CAPABILITY_HARD,4,21,2,2,2,59
1700,D4,TOPK,FALLBACK_EVIDENCE,17,134,14,14,14,184
1700,D4,VALID_ETA,ORIGINAL_REVERSE,41,307,31,31,31,464
1700,D4,VALID_ETA,M_CAPABILITY_HARD,4,21,2,2,2,59
1700,D4,VALID_ETA,FALLBACK_EVIDENCE,17,134,14,14,14,184
1700,D4,PATIENCE,ORIGINAL_REVERSE,41,7,3,3,0,3
1700,D4,PATIENCE,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D4,PATIENCE,FALLBACK_EVIDENCE,17,4,1,1,0,3
1700,D4,SESSION,ORIGINAL_REVERSE,41,7,3,3,0,0
1700,D4,SESSION,M_CAPABILITY_HARD,4,0,0,0,0,0
1700,D4,SESSION,FALLBACK_EVIDENCE,17,4,1,1,0,0
1730,D0,SPATIAL,ORIGINAL_REVERSE,47,6912,47,47,47,5214
1730,D0,SPATIAL,M_CAPABILITY_HARD,9,1117,9,9,9,889
1730,D0,SPATIAL,FALLBACK_EVIDENCE,14,2246,14,14,14,1795
1730,D0,PASSENGER,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D0,PASSENGER,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D0,PASSENGER,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D0,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D0,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D0,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D0,CAPABILITY_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D0,CAPABILITY_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D0,CAPABILITY_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D0,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,47,1445,8,8,8,5214
1730,D0,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,9,271,2,2,2,889
1730,D0,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D0,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,47,0,0,0,0,5214
1730,D0,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,9,0,0,0,0,889
1730,D0,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,14,0,0,0,0,1795
1730,D0,TOPK,ORIGINAL_REVERSE,47,0,0,0,0,892
1730,D0,TOPK,M_CAPABILITY_HARD,9,0,0,0,0,167
1730,D0,TOPK,FALLBACK_EVIDENCE,14,0,0,0,0,280
1730,D0,VALID_ETA,ORIGINAL_REVERSE,47,0,0,0,0,892
1730,D0,VALID_ETA,M_CAPABILITY_HARD,9,0,0,0,0,167
1730,D0,VALID_ETA,FALLBACK_EVIDENCE,14,0,0,0,0,280
1730,D0,PATIENCE,ORIGINAL_REVERSE,47,0,0,0,0,7
1730,D0,PATIENCE,M_CAPABILITY_HARD,9,0,0,0,0,4
1730,D0,PATIENCE,FALLBACK_EVIDENCE,14,0,0,0,0,2
1730,D0,SESSION,ORIGINAL_REVERSE,47,0,0,0,0,1
1730,D0,SESSION,M_CAPABILITY_HARD,9,0,0,0,0,0
1730,D0,SESSION,FALLBACK_EVIDENCE,14,0,0,0,0,0
1730,D1,SPATIAL,ORIGINAL_REVERSE,47,6912,47,47,47,5214
1730,D1,SPATIAL,M_CAPABILITY_HARD,9,1117,9,9,9,889
1730,D1,SPATIAL,FALLBACK_EVIDENCE,14,2246,14,14,14,1795
1730,D1,PASSENGER,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D1,PASSENGER,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D1,PASSENGER,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D1,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D1,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D1,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D1,CAPABILITY_HARD,ORIGINAL_REVERSE,47,3704,26,26,26,5214
1730,D1,CAPABILITY_HARD,M_CAPABILITY_HARD,9,310,3,3,3,889
1730,D1,CAPABILITY_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D1,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,47,2238,13,13,13,5214
1730,D1,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,9,271,2,2,2,889
1730,D1,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,14,1349,8,8,8,1795
1730,D1,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,47,1999,12,12,12,5214
1730,D1,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,9,0,0,0,0,889
1730,D1,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,14,1078,6,6,6,1795
1730,D1,TOPK,ORIGINAL_REVERSE,47,151,12,12,12,741
1730,D1,TOPK,M_CAPABILITY_HARD,9,0,0,0,0,167
1730,D1,TOPK,FALLBACK_EVIDENCE,14,72,6,6,6,208
1730,D1,VALID_ETA,ORIGINAL_REVERSE,47,151,12,12,12,741
1730,D1,VALID_ETA,M_CAPABILITY_HARD,9,0,0,0,0,167
1730,D1,VALID_ETA,FALLBACK_EVIDENCE,14,72,6,6,6,208
1730,D1,PATIENCE,ORIGINAL_REVERSE,47,4,3,2,1,7
1730,D1,PATIENCE,M_CAPABILITY_HARD,9,0,0,0,0,4
1730,D1,PATIENCE,FALLBACK_EVIDENCE,14,2,2,1,0,2
1730,D1,SESSION,ORIGINAL_REVERSE,47,4,3,2,0,1
1730,D1,SESSION,M_CAPABILITY_HARD,9,0,0,0,0,0
1730,D1,SESSION,FALLBACK_EVIDENCE,14,2,2,1,0,0
1730,D2,SPATIAL,ORIGINAL_REVERSE,47,6912,47,47,47,5214
1730,D2,SPATIAL,M_CAPABILITY_HARD,9,1117,9,9,9,889
1730,D2,SPATIAL,FALLBACK_EVIDENCE,14,2246,14,14,14,1795
1730,D2,PASSENGER,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D2,PASSENGER,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D2,PASSENGER,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D2,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,47,2830,19,19,19,5214
1730,D2,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D2,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D2,CAPABILITY_HARD,ORIGINAL_REVERSE,47,2830,19,19,19,5214
1730,D2,CAPABILITY_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D2,CAPABILITY_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D2,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,47,1897,10,10,10,5214
1730,D2,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,9,504,3,3,3,889
1730,D2,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D2,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,47,0,0,0,0,5214
1730,D2,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,9,265,2,2,2,889
1730,D2,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,14,32,1,1,1,1795
1730,D2,TOPK,ORIGINAL_REVERSE,47,0,0,0,0,892
1730,D2,TOPK,M_CAPABILITY_HARD,9,29,2,2,1,138
1730,D2,TOPK,FALLBACK_EVIDENCE,14,9,1,1,1,271
1730,D2,VALID_ETA,ORIGINAL_REVERSE,47,0,0,0,0,892
1730,D2,VALID_ETA,M_CAPABILITY_HARD,9,29,2,2,1,138
1730,D2,VALID_ETA,FALLBACK_EVIDENCE,14,9,1,1,1,271
1730,D2,PATIENCE,ORIGINAL_REVERSE,47,0,0,0,0,7
1730,D2,PATIENCE,M_CAPABILITY_HARD,9,0,0,0,0,4
1730,D2,PATIENCE,FALLBACK_EVIDENCE,14,0,0,0,0,2
1730,D2,SESSION,ORIGINAL_REVERSE,47,0,0,0,0,1
1730,D2,SESSION,M_CAPABILITY_HARD,9,0,0,0,0,0
1730,D2,SESSION,FALLBACK_EVIDENCE,14,0,0,0,0,0
1730,D3,SPATIAL,ORIGINAL_REVERSE,47,6912,47,47,47,5214
1730,D3,SPATIAL,M_CAPABILITY_HARD,9,1117,9,9,9,889
1730,D3,SPATIAL,FALLBACK_EVIDENCE,14,2246,14,14,14,1795
1730,D3,PASSENGER,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D3,PASSENGER,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D3,PASSENGER,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D3,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D3,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D3,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D3,CAPABILITY_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D3,CAPABILITY_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D3,CAPABILITY_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D3,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,47,1445,8,8,8,5214
1730,D3,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,9,271,2,2,2,889
1730,D3,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D3,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,47,1445,8,8,8,5214
1730,D3,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,9,271,2,2,2,889
1730,D3,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D3,TOPK,ORIGINAL_REVERSE,47,103,8,8,7,789
1730,D3,TOPK,M_CAPABILITY_HARD,9,20,2,2,2,147
1730,D3,TOPK,FALLBACK_EVIDENCE,14,112,9,9,8,168
1730,D3,VALID_ETA,ORIGINAL_REVERSE,47,103,8,8,7,789
1730,D3,VALID_ETA,M_CAPABILITY_HARD,9,20,2,2,2,147
1730,D3,VALID_ETA,FALLBACK_EVIDENCE,14,112,9,9,8,168
1730,D3,PATIENCE,ORIGINAL_REVERSE,47,10,3,2,0,7
1730,D3,PATIENCE,M_CAPABILITY_HARD,9,0,0,0,0,4
1730,D3,PATIENCE,FALLBACK_EVIDENCE,14,10,3,2,0,2
1730,D3,SESSION,ORIGINAL_REVERSE,47,10,3,2,0,1
1730,D3,SESSION,M_CAPABILITY_HARD,9,0,0,0,0,0
1730,D3,SESSION,FALLBACK_EVIDENCE,14,10,3,2,0,0
1730,D4,SPATIAL,ORIGINAL_REVERSE,47,6912,47,47,47,5214
1730,D4,SPATIAL,M_CAPABILITY_HARD,9,1117,9,9,9,889
1730,D4,SPATIAL,FALLBACK_EVIDENCE,14,2246,14,14,14,1795
1730,D4,PASSENGER,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D4,PASSENGER,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D4,PASSENGER,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D4,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D4,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D4,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D4,CAPABILITY_HARD,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D4,CAPABILITY_HARD,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D4,CAPABILITY_HARD,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D4,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D4,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D4,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D4,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,47,3711,27,27,27,5214
1730,D4,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,9,550,5,5,5,889
1730,D4,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,14,1477,9,9,9,1795
1730,D4,TOPK,ORIGINAL_REVERSE,47,338,27,27,25,586
1730,D4,TOPK,M_CAPABILITY_HARD,9,59,5,5,4,121
1730,D4,TOPK,FALLBACK_EVIDENCE,14,112,9,9,8,168
1730,D4,VALID_ETA,ORIGINAL_REVERSE,47,338,27,27,25,586
1730,D4,VALID_ETA,M_CAPABILITY_HARD,9,59,5,5,4,121
1730,D4,VALID_ETA,FALLBACK_EVIDENCE,14,112,9,9,8,168
1730,D4,PATIENCE,ORIGINAL_REVERSE,47,36,7,6,2,7
1730,D4,PATIENCE,M_CAPABILITY_HARD,9,4,2,2,1,4
1730,D4,PATIENCE,FALLBACK_EVIDENCE,14,10,3,2,0,2
1730,D4,SESSION,ORIGINAL_REVERSE,47,36,7,6,0,1
1730,D4,SESSION,M_CAPABILITY_HARD,9,4,2,2,0,0
1730,D4,SESSION,FALLBACK_EVIDENCE,14,10,3,2,0,0
1800,D0,SPATIAL,ORIGINAL_REVERSE,53,7773,53,53,53,6567
1800,D0,SPATIAL,M_CAPABILITY_HARD,6,964,6,6,6,868
1800,D0,SPATIAL,FALLBACK_EVIDENCE,20,3143,20,20,20,2755
1800,D0,PASSENGER,ORIGINAL_REVERSE,53,5863,37,37,37,6567
1800,D0,PASSENGER,M_CAPABILITY_HARD,6,681,4,4,4,868
1800,D0,PASSENGER,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D0,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,53,5863,37,37,37,6567
1800,D0,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,6,681,4,4,4,868
1800,D0,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D0,CAPABILITY_HARD,ORIGINAL_REVERSE,53,5863,37,37,37,6567
1800,D0,CAPABILITY_HARD,M_CAPABILITY_HARD,6,681,4,4,4,868
1800,D0,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D0,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,53,2266,14,14,14,6567
1800,D0,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,6,0,0,0,0,868
1800,D0,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D0,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,53,0,0,0,0,6567
1800,D0,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,6,0,0,0,0,868
1800,D0,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,0,0,0,0,2755
1800,D0,TOPK,ORIGINAL_REVERSE,53,0,0,0,0,1002
1800,D0,TOPK,M_CAPABILITY_HARD,6,0,0,0,0,113
1800,D0,TOPK,FALLBACK_EVIDENCE,20,0,0,0,0,396
1800,D0,VALID_ETA,ORIGINAL_REVERSE,53,0,0,0,0,1002
1800,D0,VALID_ETA,M_CAPABILITY_HARD,6,0,0,0,0,113
1800,D0,VALID_ETA,FALLBACK_EVIDENCE,20,0,0,0,0,396
1800,D0,PATIENCE,ORIGINAL_REVERSE,53,0,0,0,0,12
1800,D0,PATIENCE,M_CAPABILITY_HARD,6,0,0,0,0,0
1800,D0,PATIENCE,FALLBACK_EVIDENCE,20,0,0,0,0,10
1800,D0,SESSION,ORIGINAL_REVERSE,53,0,0,0,0,8
1800,D0,SESSION,M_CAPABILITY_HARD,6,0,0,0,0,0
1800,D0,SESSION,FALLBACK_EVIDENCE,20,0,0,0,0,8
1800,D1,SPATIAL,ORIGINAL_REVERSE,53,7773,53,53,53,6567
1800,D1,SPATIAL,M_CAPABILITY_HARD,6,964,6,6,6,868
1800,D1,SPATIAL,FALLBACK_EVIDENCE,20,3143,20,20,20,2755
1800,D1,PASSENGER,ORIGINAL_REVERSE,53,5863,37,37,37,6567
1800,D1,PASSENGER,M_CAPABILITY_HARD,6,681,4,4,4,868
1800,D1,PASSENGER,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D1,PHYSICAL_DIRECTION_HARD,ORIGINAL_REVERSE,53,5863,37,37,37,6567
1800,D1,PHYSICAL_DIRECTION_HARD,M_CAPABILITY_HARD,6,681,4,4,4,868
1800,D1,PHYSICAL_DIRECTION_HARD,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D1,CAPABILITY_HARD,ORIGINAL_REVERSE,53,5422,35,35,35,6567
1800,D1,CAPABILITY_HARD,M_CAPABILITY_HARD,6,0,0,0,0,868
1800,D1,CAPABILITY_HARD,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D1,STRUCTURAL_ROUTE,ORIGINAL_REVERSE,53,3675,24,24,24,6567
1800,D1,STRUCTURAL_ROUTE,M_CAPABILITY_HARD,6,0,0,0,0,868
1800,D1,STRUCTURAL_ROUTE,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D1,PRE_TOPK_EVIDENCE,ORIGINAL_REVERSE,53,3675,24,24,24,6567
1800,D1,PRE_TOPK_EVIDENCE,M_CAPABILITY_HARD,6,0,0,0,0,868
1800,D1,PRE_TOPK_EVIDENCE,FALLBACK_EVIDENCE,20,2266,14,14,14,2755
1800,D1,TOPK,ORIGINAL_REVERSE,53,266,24,24,24,740
1800,D1,TOPK,M_CAPABILITY_HARD,6,0,0,0,0,113
1800,D1,TOPK,FALLBACK_EVIDENCE,20,157,14,14,14,243
1800,D1,VALID_ETA,ORIGINAL_REVERSE,53,266,24,24,24,740
1800,D1,VALID_ETA,M_CAPABILITY_HARD,6,0,0,0,0,113
1800,D1,VALID_ETA,FALLBACK_EVIDENCE,20,157,14,14,14,243
1800,D1,PATIENCE,ORIGINAL_REVERSE,53,15,4,4,1,12
1800,D1,PATIENCE,M_CAPABILITY_HARD,6,0,0,0,0,0
1800,D1,PATIENCE,FALLBACK_EVIDENCE,20,10,1,1,1,10
1800,D1,SESSION,ORIGINAL_REVERSE,53,15,4,4,1,8
1800,D1,SESSION,M_CAPABILITY_HARD,6,0,0,0,0,0
1800,D1,SESSION,FALLBACK_EVIDENCE,20,10,1,1,1,8
1800,D2,SPATIAL,ORIGINAL_REVERSE,53,7773,53,53,53,6567
1800,D2,SPATIAL,M_CAPABILITY_HARD,6,964,6,6,6,868
